20220912a,20220912b,20220912c,20220912d,20220912e,20220912f,20221010a_1,20221010a_2,20221010b,20221010c_1,20221010c_2,20221010d,20221104a,20221104b,20221104c,20221104e,20221104f,20221104g,20191216a,20191216b,20191216c,20191216d,20191216e,20191216f,20191216g,20191216i,20191216j,20191216k,20191216m,20191216n,20191218b,20191218c,20191218e,20191220b,20191220c,20191220d,20191220e,20191220f,20191220g
,12.2172,,,,,,,,,,7.9598999,,,,,,13.6908,,8.9910002,12.1896,,,14.5097,3.303,,,12.5814,,,8.6429996,8.7748003,,12.5552,,,,,
,12.247,,,,,,,,,,7.9843998,,,,,,13.7239,,9.0361004,12.2312,,,14.5546,3.4800999,,,12.6413,,,8.6777,8.8035002,,12.6097,,,,,
,12.2718,,,,,,,,,,8.0080996,,,,,,13.7513,,9.0593004,12.2678,,,14.6097,3.4868,,,12.6601,,,8.7108002,8.8608999,,12.6504,,,,,
,12.2953,,,,,,,,,,8.0445004,,,,,,13.7828,,9.0817003,12.2991,,,14.6635,3.4942999,,,12.6946,,,8.7521,8.8779001,,12.6967,,,,,
,12.3216,,,,,,,,,,8.0695,,,,,,13.8133,,9.1051998,12.3286,,,14.7226,3.5934,,,12.7268,,,8.7875004,8.8962002,,12.7275,,,,,
,12.3493,,,,,,,,,,8.0985003,,,,,,13.8463,,9.1440001,12.3619,,,14.7692,3.6930001,,,12.8085,,,8.8319998,8.9654999,,12.7586,,,,,
,12.3844,,,,,,,,,,8.1363001,,,,,,13.8914,,9.1736002,12.3977,,,14.8175,3.7765999,,,12.8483,,,8.8638,8.9906998,,12.8005,,,,,
,12.4127,,,,,,,,,,8.1611004,,,,,,13.9271,,9.2378998,12.4372,,,14.8773,3.7839999,,,12.8968,,,8.8971004,9.0496998,,12.8454,,,,,
,12.4431,,,,,,,,,,8.1882,,,,,,13.9613,,9.2622995,12.4753,,,14.9293,3.7939999,,,12.9457,,,8.9390001,9.0669003,,12.887,,,,,
,12.4738,,,,,,,,,,8.2354002,,,,,,13.9958,,9.2888002,12.508,,,14.9737,3.8053999,,,12.989,,,8.9743996,9.0844002,,12.9224,,,,,
,12.507,,,,,,,,,,8.2631998,,,,,,14.0267,,9.3351002,12.5445,,,,3.8057001,,,13.0255,,,9.0072002,9.1028004,,12.9525,,,,,
,12.5349,,,,,,,,,,8.2882996,,,,,,14.0623,,9.3591995,12.5812,,,,3.9749,,,13.0825,,,9.0509996,9.1705999,,12.9916,,,,,
,12.5661,,,,,,,,,,8.3114996,,,,,,14.0954,,9.3827,12.6166,,,,3.9858999,,,13.136,,,9.0817003,9.1886997,,13.0387,,,,,
,12.596,,,,,,,,,,8.3486996,,,,,,14.1292,,9.4350004,12.6491,,,,3.9956999,,,13.2057,,,9.1339998,9.2489004,,13.0631,,,,,
,12.6261,,,,,,,,,,8.3774004,,,,,,14.1598,,9.4582996,12.6876,,,,4.0847998,,,13.2419,,,9.1673002,9.2781,,13.0957,,,,,
,12.6564,,,,,,,,,,8.4020004,,,,,,14.1917,,9.4829998,12.7295,,,,4.0927,,,13.2802,,,9.1990995,9.2959003,,13.1156,,,,,
,12.6845,,,,,,,,,,8.4412003,,,,,,14.2278,,9.5080996,12.7658,,,,4.1016002,,,13.3269,,,9.2433996,9.3643999,,13.1351,,,,,
,12.71,,,,,,,,,,8.4526997,,,,,,14.2585,,9.5331001,12.8003,,,,4.2628999,,,13.3271,,,9.2772999,9.3839998,,13.1591,,,,,
,12.7301,,,,,,,,,,8.4712,,,,,,14.2894,,9.5556002,12.8366,,,,4.2715998,,,13.3781,,,9.3058996,9.4015999,,13.1891,,,,,
,12.7557,,,,,,,,,,8.5022001,,,,,,14.3219,,9.5789003,12.8735,,,,4.2838001,,,13.418,,,9.3479004,9.4614,,13.2148,,,,,
,12.7805,,,,,,,,,,8.5396996,,,,,,14.3555,,9.6034002,12.9077,,,,4.3901,,,13.4969,,,9.3801003,9.4775,,13.2455,,,,,
,12.8032,,,,,,,,,,8.5699997,,,,,,14.3934,,9.6424999,12.9474,,,,4.3999,,,13.5753,,,9.4294996,9.4989004,,13.2885,,,,,
,12.8294,,,,,,,,,,8.5998001,,,,,,14.4245,,9.6674995,12.9843,,,,4.5846,,,13.5756,,,9.4623003,9.5791998,,13.3145,,,,,
,12.8546,,,,,,,,,,8.6357002,,,,,,14.461,,9.6942997,13.0211,,,,4.5934,,,13.6083,,,9.4961996,9.5970001,,13.3445,,,,,
,12.8865,,,,,,,,,,8.6636,,,,,,14.5043,,9.7367001,13.0534,,,,4.6047001,,,13.6804,,,9.5437002,9.6599998,,13.3647,,,,,
,12.9141,,,,,,,,,,8.6904001,,,,,,14.5422,,9.7614002,13.0904,,,,4.6949,,,13.7223,,,9.5812998,9.6826,,13.3934,,,,,
,12.9378,,,,,,,,,,8.7292004,,,,,,14.5733,,9.7852001,13.1252,,,,4.7052002,,,13.7702,,,9.6295996,9.7720003,,13.415,,,,,
,12.9677,,,,,,,,,,8.7573004,,,,,,14.6108,,9.8346004,13.1607,,,,4.7838001,,,13.8156,,,9.6619997,9.7855997,,13.4364,,,,,
,12.9884,,,,,,,,,,8.7805996,,,,,,14.6477,,9.8600998,13.1939,,,,4.7976999,,,13.8532,,,9.6989002,9.8599997,,13.4638,,,,,
,13.0117,,,,,,,,,,8.8032999,,,,,,14.6823,,9.8843002,13.2288,,,,4.8841,,,13.9075,,,9.7446003,9.8751001,,13.4941,,,,,
,13.04,,,,,,,,,,8.8382998,,,,,,14.721,,9.9352999,13.2611,,,,4.8952999,,,13.9501,,,9.7826004,9.8878002,,13.5222,,,,,
,13.0647,,,,,,,,,,8.8663998,,,,,,14.7537,,9.9617004,13.2948,,,,4.9049001,,,14.0119,,,9.8200998,9.9047003,,13.5468,,,,,
,13.0955,,,,,,,,,,8.8913002,,,,,,14.7917,,9.9874001,13.333,,,,4.9798999,,,14.0582,,,9.8562002,9.9680996,,13.5736,,,,,
,13.1193,,,,,,,,,,8.9292002,,,,,,14.8262,,10.0346,13.3666,,,,4.9910002,,,14.126,,,9.8922005,9.9849005,,13.5948,,,,,
,13.1457,,,,,,,,,,8.9533005,,,,,,14.8614,,10.0601,13.4089,,,,5.0044999,,,14.1684,,,9.9386997,10.0596,,13.6159,,,,,
,13.1659,,,,,,,,,,8.9809999,,,,,,14.8963,,10.0826,13.441,,,,5.0878,,,14.2451,,,9.9752998,10.0786,,13.6391,,,,,
,13.1923,,,,,,,,,,9.0063,,,,,,14.9283,,10.1338,13.4795,,,,5.1020002,,,14.3147,,,10.0058,10.095,,13.6634,,,,,
,13.2169,,,,,,,,,,9.0396996,,,,,,14.9592,,10.1587,13.5203,,,,5.1764998,,,14.3611,,,10.0512,10.1477,,13.6835,,,,,
,13.2375,,,,,,,,,,9.0646,,,,,,14.9932,,10.1842,13.5574,,,,5.1905999,,,14.4075,,,10.0824,10.166,,13.7112,,,,,
,13.2576,,,,,,,,,,9.0915003,,,,,,,,10.2342,13.592,,,,5.2045999,,,14.4606,,,10.1303,10.1827,,13.7346,,,,,
,13.2742,,,,,,,,,,9.1323004,,,,,,,,10.2591,13.6268,,,,5.2887998,,,14.4959,,,10.1638,10.1981,,13.7604,,,,,
,13.2988,,,,,,,,,,9.1587,,,,,,,,10.2847,13.6602,,,,5.3032999,,,14.5197,,,10.1956,10.2677,,13.7889,,,,,
,13.3278,,,,,,,,,,9.1870003,,,,,,,,10.3308,13.7066,,,,5.3838,,,14.5748,,,10.2412,10.2863,,13.8145,,,,,
,13.3509,,,,,,,,,,9.2208004,,,,,,,,10.356,13.7445,,,,5.4573998,,,14.6189,,,10.2725,10.3054,,13.8545,,,,,
,13.3749,,,,,,,,,,9.2484999,,,,,,,,10.3813,13.7849,,,,5.4748001,,,14.6755,,,10.3033,10.3668,,13.8852,,,,,
,13.3979,,,,,,,,,,9.2735004,,,,,,,,10.4343,13.8256,,,,5.4898,,,14.7465,,,10.3458,10.3848,,13.9105,,,,,
,13.421,,,,,,,,,,9.2966003,,,,,,,,10.4574,13.8709,,,,5.5681,,,14.775,,,10.3818,10.4037,,13.9389,,,,,
,13.4389,,,,,,,,,,9.3387003,,,,,,,,10.4839,13.9028,,,,5.5795002,,,14.8361,,,10.4212,10.4833,,13.9671,,,,,
,13.4594,,,,,,,,,,9.3613005,,,,,,,,10.53,13.9411,,,,5.5994,,,14.8741,,,10.4548,10.4998,,13.985,,,,,
,13.4727,,,,,,,,,,9.3892002,,,,,,,,10.5514,13.9825,,,,5.6694002,,,14.9178,,,10.4894,10.5508,,14.005,,,,,
,13.4891,,,,,,,,,,9.4355001,,,,,,,,10.5803,14.0229,,,,5.7508001,,,14.9898,,,10.5334,10.5676,,14.0399,,,,,
,13.5048,,,,,,,,,,9.4665003,,,,,,,,10.6048,14.0669,,,,5.7624002,,,,,,10.5699,10.5862,,14.0673,,,,,
,13.5242,,,,,,,,,,9.4896002,,,,,,,,10.6439,14.1064,,,,5.7852001,,,,,,10.6022,10.6063,,14.0969,,,,,
,13.5419,,,,,,,,,,9.5312004,,,,,,,,10.6695,14.1522,,,,5.8046999,,,,,,10.6466,10.6695,,14.1212,,,,,
,13.5679,,,,,,,,,,9.5586996,,,,,,,,10.6912,14.1882,,,,5.8871999,,,,,,10.6756,10.6925,,14.1666,,,,,
,13.5889,,,,,,,,,,9.5840998,,,,,,,,10.735,14.2313,,,,5.9022002,,,,,,10.708,10.7511,,14.203,,,,,
,13.6124,,,,,,,,,,9.5871,,,,,,,,10.759,14.2698,,,,5.9728999,,,,,,10.7477,10.7686,,14.2292,,,,,
,13.6333,,,,,,,,,,9.6075001,,,,,,,,10.7827,14.3082,,,,5.9879999,,,,,,10.7802,10.7893,,14.2688,,,,,
,13.6514,,,,,,,,,,9.6391001,,,,,,,,10.8329,14.3565,,,,6.0612998,,,,,,10.8257,10.8064,,14.3006,,,,,
,13.6734,,,,,,,,,,9.6640997,,,,,,,,10.8552,14.4008,,,,6.0997,,,,,,10.8578,10.8525,,14.3266,,,,,
,13.6933,,,,,,,,,,9.6876001,,,,,,,,10.8786,14.445,,,,6.1598001,,,,,,10.89,10.8736,,14.3617,,,,,
,13.7169,,,,,,,,,,9.7105999,,,,,,,,10.905,14.483,,,,6.1760001,,,,,,10.935,10.8894,,14.3863,,,,,
,13.7398,,,,,,,,,,9.7446003,,,,,,,,10.9416,14.5215,,,,6.1908998,,,,,,10.967,10.95,,14.4314,,,,,
,13.7605,,,,,,,,,,9.7496004,,,,,,,,10.966,14.5612,,,,6.2742,,,,,,10.9974,10.9695,,14.4816,,,,,
,13.7774,,,,,,,,,,9.7698002,,,,,,,,10.9922,14.604,,,,6.2870998,,,,,,11.0441,10.9905,,14.5103,,,,,
,13.7965,,,,,,,,,,9.7966995,,,,,,,,11.0353,14.6412,,,,6.3587999,,,,,,11.0745,11.0077,,14.5333,,,,,
,13.8149,,,,,,,,,,9.8337002,,,,,,,,11.0621,14.6817,,,,6.3825998,,,,,,11.1079,11.0631,,14.5617,,,,,
,13.8344,,,,,,,,,,9.8592997,,,,,,,,11.0868,14.7233,,,,6.4043999,,,,,,11.1452,11.0813,,14.5992,,,,,
,13.8539,,,,,,,,,,9.8830996,,,,,,,,11.1322,14.7619,,,,6.4657998,,,,,,11.1789,11.099,,14.6247,,,,,
,13.8733,,,,,,,,,,9.9055996,,,,,,,,11.1547,14.8042,,,,6.4791002,,,,,,11.2105,11.1717,,14.6485,,,,,
,13.8925,,,,,,,,,,9.9392996,,,,,,,,11.181,14.8412,,,,6.4954,,,,,,11.2522,11.191,,14.6748,,,,,
,13.9147,,,,,,,,,,9.9696999,,,,,,,,11.2321,14.8862,,,,6.5623999,,,,,,11.2814,11.2586,,14.7121,,,,,
,13.937,,,,,,,,,,9.9951,,,,,,,,11.258,14.9337,,,,6.5805998,,,,,,11.3125,11.2816,,14.7433,,,,,
,13.9611,,,,,,,,,,10.0355,,,,,,,,11.2856,14.9778,,,,6.6027002,,,,,,11.3521,11.3039,,14.7818,,,,,
,13.9804,,,,,,,,,,10.0628,,,,,,,,11.3329,,,,,6.6705999,,,,,,11.386,11.3772,,14.802,,,,,
,13.9997,,,,,,,,,,10.0903,,,,,,,,11.3601,,,,,6.6932998,,,,,,11.4315,11.3954,,14.8559,,,,,
,14.0187,,,,,,,,,,10.1322,,,,,,,,11.3837,,,,,6.7612,,,,,,11.4636,11.4545,,14.8847,,,,,
,14.0392,,,,,,,,,,10.1631,,,,,,,,11.4311,,,,,6.7852998,,,,,,11.4954,11.472,,14.9266,,,,,
,14.0612,,,,,,,,,,10.1891,,,,,,,,11.4552,,,,,6.8552999,,,,,,11.5397,11.4881,,14.9499,,,,,
,14.0834,,,,,,,,,,10.2282,,,,,,,,11.483,,,,,6.8713002,,,,,,11.5714,11.5558,,14.9846,,,,,
,14.102,,,,,,,,,,10.255,,,,,,,,11.5291,,,,,6.8913002,,,,,,11.6016,11.5714,,,,,,,
,14.1248,,,,,,,,,,10.279,,,,,,,,11.5545,,,,,6.9590998,,,,,,11.6458,11.588,,,,,,,
,14.1485,,,,,,,,,,10.3054,,,,,,,,11.581,,,,,6.9807,,,,,,11.6786,11.6553,,,,,,,
,14.1682,,,,,,,,,,10.3414,,,,,,,,11.63,,,,,7.0569,,,,,,11.7319,11.6745,,,,,,,
,14.1858,,,,,,,,,,10.3676,,,,,,,,11.6538,,,,,7.0802999,,,,,,11.7594,11.7468,,,,,,,
,14.2056,,,,,,,,,,10.3936,,,,,,,,11.6785,,,,,7.1490998,,,,,,11.7897,11.7666,,,,,,,
,14.225,,,,,,,,,,10.4333,,,,,,,,11.7042,,,,,7.1752,,,,,,11.8375,11.7884,,,,,,,
,14.2429,,,,,,,,,,10.4585,,,,,,,,11.742,,,,,7.2028999,,,,,,11.8682,11.8523,,,,,,,
,14.2605,,,,,,,,,,10.4853,,,,,,,,11.7673,,,,,7.2602,,,,,,11.9018,11.8698,,,,,,,
,14.2793,,,,,,,,,,10.5082,,,,,,,,11.795,,,,,7.2795,,,,,,11.9476,11.8898,,,,,,,
,14.3008,,,,,,,,,,10.5407,,,,,,,,11.8394,,,,,7.3021002,,,,,,11.978,11.9722,,,,,,,
,14.3192,,,,,,,,,,10.5678,,,,,,,,11.8693,,,,,7.3509998,,,,,,12.0108,11.9889,,,,,,,
,14.3401,,,,,,,,,,10.5942,,,,,,,,11.895,,,,,7.3831,,,,,,12.0436,12.0067,,,,,,,
,14.3607,,,,,,,,,,10.6311,,,,,,,,11.9387,,,,,7.4521999,,,,,,12.0788,12.0198,,,,,,,
,14.3766,,,,,,,,,,10.6527,,,,,,,,11.9666,,,,,7.4777002,,,,,,12.1114,12.0374,,,,,,,
,14.3953,,,,,,,,,,10.6794,,,,,,,,11.9911,,,,,7.4977002,,,,,,12.144,12.0578,,,,,,,
,14.412,,,,,,,,,,10.7026,,,,,,,,12.0119,,,,,7.5552001,,,,,,12.1759,12.0807,,,,,,,
,14.4288,,,,,,,,,,10.7388,,,,,,,,12.0352,,,,,7.5809999,,,,,,12.2084,12.1074,,,,,,,
,14.4481,,,,,,,,,,10.758,,,,,,,,12.061,,,,,7.6486001,,,,,,12.2406,12.1313,,,,,,,
,14.4674,,,,,,,,,,10.787,,,,,,,,12.0828,,,,,7.6683002,,,,,,12.2718,12.1808,,,,,,,
,14.486,,,,,,,,,,10.8284,,,,,,,,12.107,,,,,7.6940999,,,,,,12.3015,12.2008,,,,,,,
,14.5021,,,,,,,,,,10.8577,,,,,,,,12.1367,,,,,7.7540002,,,,,,12.3336,12.2272,,,,,,,
,14.5193,,,,,,,,,,10.8834,,,,,,,,12.1572,,,,,7.7789001,,,,,,12.3634,12.2521,,,,,,,
,14.5361,,,,,,,,,,10.9068,,,,,,,,12.1876,,,,,7.8497,,,,,,12.3915,12.2828,,,,,,,
,14.5508,,,,,,,,,,10.9428,,,,,,,,12.2114,,,,,7.8852,,,,,,12.4221,12.3151,,,,,,,
,14.568,,,,,,,,,,10.9669,,,,,,,,12.2336,,,,,7.9461999,,,,,,12.4502,12.3382,,,,,,,
,14.5858,,,,,,,,,,10.9947,,,,,,,,12.2553,,,,,7.9671001,,,,,,12.4816,12.3612,,,,,,,
,14.602,,,,,,,,,,11.0264,,,,,,,,12.2758,,,,,7.9941001,,,,,,12.513,12.3853,,,,,,,
,14.6174,,,,,,,,,,11.0518,,,,,,,,12.2977,,,,,8.0469999,,,,,,12.5454,12.4102,,,,,,,
,14.6318,,,,,,,,,,11.0713,,,,,,,,12.3214,,,,,8.0733995,,,,,,12.5767,12.4318,,,,,,,
,14.6469,,,,,,,,,,11.096,,,,,,,,12.3478,,,,,8.0951996,,,,,,12.6049,12.4591,,,,,,,
,14.6608,,,,,,,,,,11.1391,,,,,,,,12.3778,,,,,8.1681995,,,,,,12.6336,12.4838,,,,,,,
,14.6738,,,,,,,,,,11.1675,,,,,,,,12.3969,,,,,8.1913996,,,,,,12.6684,12.5084,,,,,,,
,14.6869,,,,,,,,,,11.1934,,,,,,,,12.4221,,,,,8.2475004,,,,,,12.6994,12.5507,,,,,,,
,14.7017,,,,,,,,,,11.2304,,,,,,,,12.4427,,,,,8.2831001,,,,,,12.7298,12.5791,,,,,,,
,14.7142,,,,,,,,,,11.2555,,,,,,,,12.4611,,,,,8.3493996,,,,,,12.7618,12.6,,,,,,,
,14.7283,,,,,,,,,,11.2853,,,,,,,,12.4836,,,,,8.3748999,,,,,,12.7938,12.6181,,,,,,,
,14.744,,,,,,,,,,11.3278,,,,,,,,12.5039,,,,,8.4025002,,,,,,12.8257,12.6418,,,,,,,
,14.7588,,,,,,,,,,11.3567,,,,,,,,12.5244,,,,,8.4502001,,,,,,12.8561,12.6709,,,,,,,
,14.7745,,,,,,,,,,11.3802,,,,,,,,12.5467,,,,,8.4785004,,,,,,12.8908,12.6953,,,,,,,
,14.79,,,,,,,,,,11.4044,,,,,,,,12.5703,,,,,8.5043001,,,,,,12.9229,12.7253,,,,,,,
,14.8055,,,,,,,,,,11.4413,,,,,,,,12.5914,,,,,8.5537004,,,,,,12.9561,12.7512,,,,,,,
,14.8199,,,,,,,,,,11.4693,,,,,,,,12.6174,,,,,8.5851002,,,,,,12.9854,12.7757,,,,,,,
,14.8366,,,,,,,,,,11.4933,,,,,,,,12.6408,,,,,8.6422005,,,,,,13.0187,12.7995,,,,,,,
,14.8529,,,,,,,,,,11.5324,,,,,,,,12.666,,,,,8.6651001,,,,,,13.0506,12.8326,,,,,,,
,14.8689,,,,,,,,,,11.5594,,,,,,,,12.6875,,,,,8.6927004,,,,,,13.0819,12.8686,,,,,,,
,14.8845,,,,,,,,,,11.5809,,,,,,,,12.7108,,,,,8.7469997,,,,,,13.1129,12.8939,,,,,,,
,14.9044,,,,,,,,,,11.6056,,,,,,,,12.7338,,,,,8.7693005,,,,,,13.1424,12.9293,,,,,,,
,14.92,,,,,,,,,,11.6395,,,,,,,,12.7609,,,,,8.7926998,,,,,,13.1741,12.9513,,,,,,,
,14.9356,,,,,,,,,,11.6652,,,,,,,,12.7852,,,,,8.8483,,,,,,13.2018,12.9837,,,,,,,
,14.9525,,,,,,,,,,11.6744,,,,,,,,12.8101,,,,,8.8783998,,,,,,13.2311,13.0057,,,,,,,
,14.9678,,,,,,,,,,11.6935,,,,,,,,12.8378,,,,,8.9425001,,,,,,13.2642,13.0427,,,,,,,
,14.9823,,,,,,,,,,11.7261,,,,,,,,12.8618,,,,,8.9687004,,,,,,13.2957,13.0627,,,,,,,
,,,,,,,,,,,11.753,,,,,,,,12.8829,,,,,8.9921999,,,,,,13.3242,13.0833,,,,,,,
,,,,,,,,,,,11.7784,,,,,,,,12.9081,,,,,9.0425997,,,,,,13.3527,13.098,,,,,,,
,,,,,,,,,,,11.8373,,,,,,,,12.9337,,,,,9.0710001,,,,,,13.3836,13.1276,,,,,,,
,,,,,,,,,,,11.8393,,,,,,,,12.9587,,,,,9.0965996,,,,,,13.4131,13.1516,,,,,,,
,,,,,,,,,,,11.8639,,,,,,,,12.9803,,,,,9.1501999,,,,,,13.4434,13.1705,,,,,,,
,,,,,,,,,,,11.8874,,,,,,,,13.0044,,,,,9.1710997,,,,,,13.4759,13.1882,,,,,,,
,,,,,,,,,,,11.9084,,,,,,,,13.0251,,,,,9.1961002,,,,,,13.5053,13.2057,,,,,,,
,,,,,,,,,,,11.9438,,,,,,,,13.0498,,,,,9.2437,,,,,,13.536,13.2229,,,,,,,
,,,,,,,,,,,11.9706,,,,,,,,13.0725,,,,,9.2688999,,,,,,13.569,13.245,,,,,,,
,,,,,,,,,,,11.9945,,,,,,,,13.0948,,,,,9.2950001,,,,,,13.6041,13.2672,,,,,,,
,,,,,,,,,,,12.023,,,,,,,,13.1171,,,,,9.3546,,,,,,13.6347,13.2911,,,,,,,
,,,,,,,,,,,12.0445,,,,,,,,13.1431,,,,,9.3801003,,,,,,13.665,13.3169,,,,,,,
,,,,,,,,,,,12.067,,,,,,,,13.1643,,,,,9.4053001,,,,,,13.6955,13.3406,,,,,,,
,,,,,,,,,,,12.0956,,,,,,,,13.1886,,,,,9.4540005,,,,,,13.7256,13.3702,,,,,,,
,,,,,,,,,,,12.1196,,,,,,,,13.215,,,,,9.4799004,,,,,,13.7559,13.39,,,,,,,
,,,,,,,,,,,12.1469,,,,,,,,13.2411,,,,,9.5380001,,,,,,13.7883,13.4061,,,,,,,
,,,,,,,,,,,12.1698,,,,,,,,13.2725,,,,,9.5712004,,,,,,13.8189,13.43,,,,,,,
,,,,,,,,,,,12.1983,,,,,,,,13.2977,,,,,9.5901003,,,,,,13.8501,13.4562,,,,,,,
,,,,,,,,,,,12.2291,,,,,,,,13.3254,,,,,9.6440001,,,,,,13.8809,13.4905,,,,,,,
,,,,,,,,,,,12.2551,,,,,,,,13.3504,,,,,9.6698999,,,,,,13.9119,13.5141,,,,,,,
,,,,,,,,,,,12.2797,,,,,,,,13.3735,,,,,9.6934996,,,,,,13.9454,13.5427,,,,,,,
,,,,,,,,,,,12.3081,,,,,,,,13.4006,,,,,9.7433004,,,,,,13.9801,13.5654,,,,,,,
,,,,,,,,,,,12.3366,,,,,,,,13.4275,,,,,9.7684002,,,,,,14.0097,13.5859,,,,,,,
,,,,,,,,,,,12.3615,,,,,,,,13.4529,,,,,9.7960997,,,,,,14.0379,13.6055,,,,,,,
,,,,,,,,,,,12.3862,,,,,,,,13.4762,,,,,9.8445997,,,,,,14.0689,13.6277,,,,,,,
,,,,,,,,,,,12.4166,,,,,,,,13.502,,,,,9.8669996,,,,,,14.0989,13.6583,,,,,,,
,,,,,,,,,,,12.4456,,,,,,,,13.5256,,,,,9.8963003,,,,,,14.1289,13.689,,,,,,,
,,,,,,,,,,,12.4717,,,,,,,,13.5504,,,,,9.9483004,,,,,,14.1587,13.7141,,,,,,,
,,,,,,,,,,,12.4964,,,,,,,,13.5779,,,,,9.9709997,,,,,,14.1902,13.7354,,,,,,,
,,,,,,,,,,,12.5247,,,,,,,,13.5991,,,,,9.9942999,,,,,,14.2242,13.7584,,,,,,,
,,,,,,,,,,,12.5491,,,,,,,,13.6256,,,,,10.0458,,,,,,14.2539,13.7835,,,,,,,
,,,,,,,,,,,12.5839,,,,,,,,13.6547,,,,,10.0708,,,,,,14.2846,13.8131,,,,,,,
,,,,,,,,,,,12.6101,,,,,,,,13.6774,,,,,10.0975,,,,,,14.3144,13.8313,,,,,,,
,,,,,,,,,,,12.6411,,,,,,,,13.7007,,,,,10.144,,,,,,14.3431,13.863,,,,,,,
,,,,,,,,,,,12.6678,,,,,,,,13.7288,,,,,10.1697,,,,,,14.3744,13.8843,,,,,,,
,,,,,,,,,,,12.6942,,,,,,,,13.7514,,,,,10.1922,,,,,,14.4064,13.905,,,,,,,
,,,,,,,,,,,12.7211,,,,,,,,13.7745,,,,,10.2433,,,,,,14.437,13.9205,,,,,,,
,,,,,,,,,,,12.7433,,,,,,,,13.7989,,,,,10.2697,,,,,,14.468,13.9722,,,,,,,
,,,,,,,,,,,12.7734,,,,,,,,13.8226,,,,,10.2988,,,,,,14.5002,13.9907,,,,,,,
,,,,,,,,,,,12.7995,,,,,,,,13.8514,,,,,10.3459,,,,,,14.5319,14.0184,,,,,,,
,,,,,,,,,,,12.8274,,,,,,,,13.8759,,,,,10.3756,,,,,,14.5658,14.042,,,,,,,
,,,,,,,,,,,12.8513,,,,,,,,13.9028,,,,,10.4027,,,,,,14.5976,14.0622,,,,,,,
,,,,,,,,,,,12.8753,,,,,,,,13.9286,,,,,10.4541,,,,,,14.6291,14.0829,,,,,,,
,,,,,,,,,,,12.9054,,,,,,,,13.9573,,,,,10.4767,,,,,,14.662,14.1019,,,,,,,
,,,,,,,,,,,12.9273,,,,,,,,13.9845,,,,,10.5029,,,,,,14.6949,14.1197,,,,,,,
,,,,,,,,,,,12.9522,,,,,,,,14.014,,,,,10.547,,,,,,14.7259,14.1421,,,,,,,
,,,,,,,,,,,12.9768,,,,,,,,14.0396,,,,,10.5716,,,,,,14.7575,14.1635,,,,,,,
,,,,,,,,,,,12.9815,,,,,,,,14.0631,,,,,10.5968,,,,,,14.788,14.1929,,,,,,,
,,,,,,,,,,,13.0047,,,,,,,,14.0882,,,,,10.6422,,,,,,14.8173,14.2151,,,,,,,
,,,,,,,,,,,13.0292,,,,,,,,14.1109,,,,,10.6655,,,,,,14.8462,14.2397,,,,,,,
,,,,,,,,,,,13.0588,,,,,,,,14.1342,,,,,10.6899,,,,,,14.8773,14.2619,,,,,,,
,,,,,,,,,,,13.0858,,,,,,,,14.1574,,,,,10.7377,,,,,,14.9084,14.2793,,,,,,,
,,,,,,,,,,,13.1088,,,,,,,,14.181,,,,,10.7689,,,,,,14.9391,14.3053,,,,,,,
,,,,,,,,,,,13.1377,,,,,,,,14.205,,,,,10.7916,,,,,,14.9699,14.3397,,,,,,,
,,,,,,,,,,,13.1632,,,,,,,,14.2302,,,,,10.8399,,,,,,,14.3716,,,,,,,
,,,,,,,,,,,13.1886,,,,,,,,14.2574,,,,,10.8654,,,,,,,14.3932,,,,,,,
,,,,,,,,,,,13.2155,,,,,,,,14.2845,,,,,10.891,,,,,,,14.414,,,,,,,
,,,,,,,,,,,13.2407,,,,,,,,14.3217,,,,,10.9366,,,,,,,14.4383,,,,,,,
,,,,,,,,,,,13.2701,,,,,,,,14.3455,,,,,10.9626,,,,,,,14.4605,,,,,,,
,,,,,,,,,,,13.3004,,,,,,,,14.3704,,,,,10.9913,,,,,,,14.4817,,,,,,,
,,,,,,,,,,,13.327,,,,,,,,14.3991,,,,,11.0373,,,,,,,14.5045,,,,,,,
,,,,,,,,,,,13.3587,,,,,,,,14.4272,,,,,11.0635,,,,,,,14.5245,,,,,,,
,,,,,,,,,,,13.3848,,,,,,,,14.4526,,,,,11.0909,,,,,,,14.5472,,,,,,,
,,,,,,,,,,,13.4134,,,,,,,,14.4776,,,,,11.1413,,,,,,,14.567,,,,,,,
,,,,,,,,,,,13.4445,,,,,,,,14.5016,,,,,11.1662,,,,,,,14.5908,,,,,,,
,,,,,,,,,,,13.4667,,,,,,,,14.5304,,,,,11.1884,,,,,,,14.6104,,,,,,,
,,,,,,,,,,,13.4938,,,,,,,,14.5538,,,,,11.2389,,,,,,,14.6348,,,,,,,
,,,,,,,,,,,13.5173,,,,,,,,14.5804,,,,,11.265,,,,,,,14.6568,,,,,,,
,,,,,,,,,,,13.5495,,,,,,,,14.6076,,,,,11.2873,,,,,,,14.6843,,,,,,,
,,,,,,,,,,,13.5811,,,,,,,,14.6365,,,,,11.3367,,,,,,,14.7096,,,,,,,
,,,,,,,,,,,13.6111,,,,,,,,14.6613,,,,,11.3615,,,,,,,14.7315,,,,,,,
,,,,,,,,,,,13.6403,,,,,,,,14.6877,,,,,11.3853,,,,,,,14.7544,,,,,,,
