20220818a,20220819a,20220819b,20220826a_1,20220826a_2,20220826b,20220826c,20220826d,20220919a,20220919b,20220919c,20220919d,20191206b,20191206c,20191206d,20191209a,20191209b,20191209c,20191209e,20191209f,20191209g_1,20191209g_2,20191209h,202191209i,20191209j,20191217b,20191217c,20191217e,20191217j,20191219b,20191219e,20191219g,20191219h,20191219i,20191219j
7.3504,14.0602,,10.5974,10.3073,,3.036,,,7.5690999,9.6983995,,11.652,10.7868,5.4243002,8.8666,5.6781001,10.9085,4.1563001,6.2763,,14.6556,10.784,6.0767002,11.272,,14.7396,13.3733,,10.0853,,5.4685001,7.7905998,5.8993001,
7.3764,14.1085,,10.643,10.3615,,3.05,,,7.5900002,9.7427998,,11.6818,10.8524,5.4475002,8.8972998,5.7027001,10.9492,4.1743002,6.3004999,,14.724,10.89,6.0981002,11.3488,,14.7962,13.4329,,10.1373,,5.4906998,7.8256001,5.9253998,
7.4050999,14.1644,,10.6808,10.4073,,3.0618999,,,7.6575999,9.7842999,,11.7141,10.8812,5.4682999,8.9319,5.7247,10.9887,4.1917,6.3302999,,14.7742,10.9297,6.1195002,11.3898,,14.8468,13.4939,,10.1883,,5.5156002,7.8600001,5.9506001,
7.4303002,14.2095,,10.7168,10.4545,,3.0752001,,,7.6739001,9.8625002,,11.7536,10.9154,5.4905,8.9653997,5.7474999,11.03,4.2140999,6.3576999,,14.8552,10.9667,6.1455998,11.4715,,14.9042,13.5521,,10.2077,,5.5408001,7.8955002,5.9766998,
7.4580002,14.2564,,10.7577,10.5066,,3.0882001,,,7.6975999,9.8905001,,11.7858,10.9387,5.5117002,9.0030003,5.7728,11.0721,4.2315001,6.3839998,,14.8995,11.0724,6.1684999,11.515,,14.9612,13.619,,10.2396,,5.5639,7.9315,6.0029998,
7.4847999,14.3101,,10.8041,10.5481,,3.1032,,,7.7206001,9.9287004,,11.8632,10.9687,5.5337,9.0459995,5.7958002,11.1113,4.2480998,6.4180002,,14.9704,11.1171,6.1978998,11.5667,,,13.676,,10.2943,,5.5872998,7.9604998,6.0265002,
7.5156002,14.3582,,10.8409,10.6024,,3.1157,,,7.7364001,9.9652004,,11.8987,10.999,5.5570002,9.0762997,5.8316998,11.1544,4.2644,6.4418001,,,11.1459,6.2305002,11.6175,,,13.7394,,10.3489,,5.6237998,7.9954,6.0497999,
7.546,14.4206,,10.8791,10.6265,,3.1282001,,,7.7653999,10.0766,,11.9371,11.0519,5.5774999,9.1062002,5.8548999,11.1997,4.2810001,6.4663,,,11.1975,6.2568998,11.6669,,,13.7918,,10.3968,,5.6462002,8.0286999,6.0766001,
7.5728998,14.4979,,10.9202,10.6784,,3.1414001,,,7.8042998,10.1002,,11.9883,11.0976,5.5995998,9.1381998,5.8771,11.2344,4.2979999,6.4934001,,,11.2657,6.2937999,11.7021,,,13.8524,,10.4096,,5.6694999,8.0551004,6.1037998,
7.6016002,14.5881,,10.9553,10.7072,,3.1542001,,,7.8477001,10.1459,,12.0221,11.1313,5.6258001,9.1739998,5.8973999,11.2797,4.3167,6.5179,,,11.3097,6.3123002,11.7463,,,13.9142,,10.465,,5.6897001,8.0857,6.1293998,
7.6371002,14.6769,,10.9882,10.7473,,3.1652,,,7.8706002,10.1842,,12.0607,11.1655,5.6473999,9.2269001,5.9197001,11.3218,4.3341999,6.5416002,,,11.3354,6.3341999,11.8001,,,13.9773,,10.5129,,5.7112999,8.1247997,6.1543999,
7.6787,14.7438,,11.0321,10.8067,,3.1761999,,,7.8961,10.2592,,12.1045,11.2615,5.671,9.2618999,5.9425001,11.3667,4.3506999,6.5640998,,,11.3732,6.3523002,11.8464,,,14.0429,,10.5327,,5.7354002,8.1583004,6.1831999,
7.7115998,14.7952,,11.0693,10.8371,,3.1873,,,7.9103999,10.2811,,12.141,11.2926,5.6915002,9.2957001,5.9636002,11.4256,4.3687,6.5946999,,,11.4465,6.3754001,11.9335,,,14.1082,,10.5949,,5.7596002,8.1924,6.2150002,
7.7378001,14.8475,,11.1083,10.8974,,3.1979001,,,7.9422002,10.3103,,12.1766,11.3374,5.7151999,9.3294001,5.9892998,11.4658,4.3873,6.6227999,,,11.4845,6.3999,11.9885,,,14.1712,,10.6087,,5.7803001,8.2255001,6.2388,
7.7691998,14.9128,,11.1471,10.9075,,3.221,,,7.9671001,10.351,,12.2176,11.381,5.7349,9.3587999,6.0303998,11.5047,4.4035001,6.6458001,,,11.5217,6.4317999,12.0357,,,14.2231,,10.6564,,5.8031001,8.2528,6.2656999,
7.7933002,14.9734,,11.1835,10.9719,,3.2335,,,8.0056,10.3842,,12.2597,11.4507,5.7557998,9.3923998,6.0538001,11.5554,4.4197001,6.6736002,,,11.557,6.4597001,12.086,,,14.2866,,10.7063,,5.8294001,8.2868004,6.2926002,
7.8298001,,,11.2323,11.0075,,3.2453001,,,8.0490999,10.443,,12.2939,11.4794,5.7772002,9.4399004,6.0795999,11.6017,4.4380999,6.6996999,,,11.5892,6.4878998,12.1279,,,14.3485,,10.7542,,5.8512001,8.3154001,6.3186998,
7.8593998,,,11.2636,11.0535,,3.2578001,,,8.0709,10.4821,,12.3338,11.5152,5.7961998,9.4708004,6.1023002,11.6396,4.4552002,6.7252998,,,11.6515,6.5120001,12.1715,,,14.4088,,10.7999,,5.8719001,8.3425999,6.3449998,
7.8843999,,,11.3014,11.1034,,3.2701001,,,8.099,10.5206,,12.375,11.5593,5.8237,9.5084,6.1227999,11.6848,4.4728999,6.7522001,,,11.6813,6.5320001,12.2347,,,14.4758,,10.8155,,5.8944001,8.3764,6.3702998,
7.9099002,,,11.3408,11.1253,,3.2836001,,,8.1487999,10.5612,,12.4145,11.5898,5.8448,9.5396004,6.1501002,11.7331,4.4909,6.7782998,,,11.717,6.5576,12.3032,,,14.537,,10.8686,,5.9155002,8.4219999,6.3955002,
7.9405999,,,11.3772,11.1551,,3.2957001,,,8.1683998,10.6037,,12.4534,11.657,5.8678999,9.5742998,6.1743002,11.7822,4.5078001,6.8031001,,,11.7632,6.5844002,12.3541,,,14.5954,,10.9246,,5.9389,8.4483004,6.4245,
7.9699998,,,11.4284,11.2071,,3.3087001,,,8.1899996,10.6601,,12.4864,11.686,5.8940001,9.6245003,6.1985998,11.8274,4.5258999,6.8242002,,,11.7981,6.6219001,12.4172,,,14.6517,,10.9816,,5.9608998,8.4849005,6.4496999,
8.0426998,,,11.4655,11.2601,,3.3199,,,8.2475004,10.6873,,12.5265,11.7225,5.9162998,9.6519003,6.2294002,11.8717,4.5427999,6.8512001,,,11.8619,6.6396999,12.4583,,,14.7093,,11.0066,,5.9839001,8.5151997,6.4779,
8.0669003,,,11.5069,11.3065,,3.3318999,,,8.2656002,10.7204,,12.5677,11.7626,5.9401999,9.6807003,6.2349,11.9154,4.5604,6.8754001,,,11.8963,6.6634998,12.5145,,,14.7721,,11.0404,,6.0181999,8.5474005,6.5029001,
8.0950003,,,11.5441,11.342,,3.3432,,,8.2978001,10.7529,,12.6094,11.8622,5.9608002,9.7145004,6.2568002,11.9579,4.5781999,6.9004998,,,11.9288,6.6813002,12.5779,,,14.8256,,11.0867,,6.0405998,8.5791998,6.5285001,
8.1251001,,,11.5749,11.381,,3.3546,,,8.3206997,10.7947,,12.6385,11.8925,5.9815001,9.7481003,6.2781,11.9983,4.5946999,6.9263,,,11.9589,6.7030001,12.6252,,,14.8787,,11.1414,,6.0630999,8.6237001,6.5535002,
8.1585999,,,11.6382,11.4074,,3.3657999,,,8.3438997,10.8542,,12.6732,11.9308,6.0043001,9.7835999,6.2985001,12.039,4.6139002,6.9535999,,,11.9987,6.7238998,12.6598,,,14.9384,,11.1941,,6.0875001,8.6549997,6.5795002,
8.1893997,,,11.6753,11.4596,,3.3759999,,,8.3681002,10.8814,,12.7166,11.9701,6.0289998,9.8303003,6.3218002,12.0814,4.6325002,6.9823999,,,12.0409,6.7487001,12.7095,,,14.9902,,11.207,,6.1142001,8.6968002,6.605,
8.2357998,,,11.716,11.4991,,3.3866,,,8.3885002,10.9189,,12.7567,12.0124,6.0504999,9.8600998,6.3432999,12.1325,4.6521001,7.0173998,,,12.0822,6.7702999,12.7787,,,,,11.2418,,6.1382999,8.7283001,6.6268001,
8.2635002,,,11.7598,11.5087,,3.3978,,,8.4359999,10.9493,,12.7958,12.0542,6.0713,9.8907003,6.3669,12.1794,4.6686001,7.0434999,,,12.1186,6.7972002,12.8309,,,,,11.2972,,6.1602998,8.7620001,6.6521001,
8.2898998,,,11.8442,11.5833,,3.4212,,,8.4525003,10.994,,12.829,12.1103,6.0942998,9.9195004,6.3915,12.2254,4.6862001,7.0682001,,,12.165,6.8266001,12.8649,,,,,11.3496,,6.1827002,8.7960997,6.678,
8.323,,,11.8891,11.6074,,3.4333,,,8.4807997,11.0677,,12.875,12.1382,6.1160998,9.9561005,6.4306002,12.2601,4.7041001,7.0935001,,,12.1993,6.849,12.9042,,,,,11.406,,6.2205,8.8261003,6.7006998,
8.3596001,,,11.9297,11.6502,,3.4458001,,,8.5192003,11.1011,,12.9078,12.1783,6.1370001,9.9853001,6.4531999,12.304,4.7206001,7.1241999,,,12.2247,6.8758001,12.9384,,,,,11.4335,,6.2417998,8.8565998,6.7238998,
8.3902998,,,11.9771,11.6933,,3.4576001,,,8.5569,11.1463,,12.9448,12.2145,6.1591001,10.0342,6.4780998,12.3536,4.7374001,7.1501999,,,12.2502,6.8965001,13.0046,,,,,11.4856,,6.2642999,8.8885002,6.7465,
8.4284,,,12.0269,11.7073,,3.4703,,,8.6039,11.1967,,12.989,12.2628,6.1824999,10.0638,6.5007,12.399,4.7530999,7.1795998,,,12.2936,6.9203,13.0773,,,,,11.5465,,6.2858,8.9230003,6.7691998,
8.4597998,,,12.0674,11.7636,,3.4826,,,8.658,11.2565,,13.0345,12.3095,6.204,10.0983,6.5244999,12.4422,4.7704,7.2160001,,,12.3519,6.9433999,13.1184,,,,,11.6047,,6.3084002,8.9626999,6.79,
8.4856997,,,12.1124,11.8069,,3.4954,,,8.6809998,11.2833,,13.071,12.3387,6.2287998,10.1245,6.5478001,12.4916,4.7873998,7.2371001,,,12.3882,6.9727001,13.1726,,,,,11.6236,,6.3323998,9.0220003,6.8217001,
8.5150003,,,12.1514,11.8443,,3.5086999,,,8.7203999,11.3074,,13.1047,12.3781,6.2505002,10.1548,6.5700998,12.5405,4.8032999,7.2637,,,12.4234,6.9931002,13.2219,,,,,11.6808,,6.3555002,9.0492001,6.8445001,
8.5509005,,,12.1925,11.9064,,3.5204999,,,8.7448997,11.3417,,13.1371,12.412,6.2732,10.1824,6.5914001,12.5861,4.822,7.2918,,,12.4638,7.0299001,13.2772,,,,,11.7323,,6.3779001,9.0830002,6.8692002,
8.5742998,,,12.2423,11.9313,,3.5322001,,,8.7785997,11.3823,,13.1776,12.4576,6.2943001,10.2258,6.6325998,12.6269,4.8401999,7.3207998,,,12.5035,7.0532999,13.3141,,,,,11.7958,,6.3989,9.1171999,6.8923001,
8.6021996,,,12.2867,11.974,,3.5427001,,,8.8655005,11.4444,,13.2108,12.5035,6.3154998,10.2533,6.6549001,12.6686,4.8593998,7.3481002,,,12.5415,7.0855999,13.3656,,,,,11.8081,,6.4246001,9.1527004,6.9155002,
8.6429996,,,12.3266,12.0316,,3.5539999,,,8.8802004,11.4758,,13.2565,12.5356,6.3365002,10.2829,6.6761999,12.7088,4.8759999,7.3720999,,,12.5718,7.1030002,13.4072,,,,,11.8605,,6.4468999,9.184,6.9383001,
8.6721001,,,12.3724,12.079,,3.5653,,,8.9013996,11.51,,13.3006,12.5779,6.3593001,10.3144,6.6991,12.7531,4.8929,7.4231,,,12.6109,7.1237001,13.4502,,,,,11.9169,,6.4695001,9.2258997,6.9633002,
8.6985998,,,12.4083,12.129,,3.5766001,,,8.9258003,11.5362,,13.3335,12.6136,6.3797002,10.3488,6.7224998,12.7934,4.9103999,7.4503999,,,12.6451,7.1423001,13.4802,,,,,11.9677,,6.4913998,9.2568998,6.9872999,
8.7328997,,,12.4394,12.1687,,3.5882001,,,8.9448004,11.5845,,13.3987,12.6501,6.4017,10.3872,6.7456999,12.8468,4.9296999,7.4786,,,12.6782,7.1637001,13.5225,,,,,12.0214,,6.5138001,9.2901001,7.0170002,
8.7679005,,,12.4798,12.2236,,3.5985,,,8.9750004,11.6437,,13.4354,12.6938,6.4289999,10.4258,6.7714,12.8923,4.9466,7.5026999,,,12.7106,7.1876998,13.5724,,,,,12.067,,6.5370002,9.3202,7.0394001,
8.7976999,,,12.5192,12.2695,,3.6182001,,,8.9959002,11.6809,,13.4708,12.7295,6.4507999,10.4591,6.7937002,12.9372,4.9640002,7.5263,,,12.7427,7.2263999,13.6153,,,,,12.1197,,6.5580001,9.3548002,7.0661998,
8.8386002,,,12.5593,12.3184,,3.6314001,,,9.0479002,11.7369,,13.503,12.7694,6.4744,10.4899,6.8330998,12.9859,4.9828,7.5531001,,,12.786,7.2465,13.6593,,,,,12.1733,,6.5785999,9.3839998,7.0943999,
8.8708,,,12.5969,12.3649,,3.6438999,,,9.0683002,11.7763,,13.5355,12.8034,6.4977999,10.5176,6.8555002,13.0344,5.0169001,7.5784001,,,12.8166,7.2711,13.7016,,,,,12.2182,,6.6034002,9.4238005,7.1171999,
8.8952999,,,12.6335,12.4061,,3.6547999,,,9.0994997,11.8382,,13.5703,12.8465,6.5174999,10.55,6.8773999,13.0747,5.0334001,7.6181002,,,12.8424,7.2993999,13.7596,,,,,12.2672,,6.6276002,9.4530001,7.1419001,
8.9221001,,,12.673,12.4513,,3.6673,,,9.1311998,11.8647,,13.6055,12.8892,6.5398998,10.5816,6.8979998,13.1196,5.0510001,7.6385002,,,12.8871,7.3186998,13.7991,,,,,12.3169,,6.6508002,9.4851999,7.1694999,
8.9519997,,,12.704,12.5026,,3.6795001,,,9.1630001,11.9036,,13.6396,12.9202,6.5606999,10.6318,6.921,13.1613,5.0688,7.6631999,,,12.9236,7.3410001,13.8374,,,,,12.3686,,6.6728001,9.5179996,7.1938,
8.9778004,,,12.7365,12.5478,,3.6926999,,,9.1858997,11.9394,,13.6881,12.9591,6.5854001,10.6642,6.9464002,13.2147,5.0875001,7.6905999,,,12.9536,7.3608999,13.8904,,,,,12.4127,,6.6964002,9.5538998,7.2219,
9.0271997,,,12.7763,12.5977,,3.7044001,,,9.2412996,11.9674,,13.7204,13.0005,6.6194,10.6938,6.9696002,13.2568,5.1041002,7.7188001,,,12.9856,7.3832002,13.9314,,,,,12.4542,,6.7181001,9.5860996,7.2469001,
9.0612001,,,12.817,12.6415,,3.7158999,,,9.2615004,12.0083,,13.7609,13.0515,6.6458998,10.7262,6.9938002,13.2953,5.1209002,7.7452998,,,13.0168,7.4203,13.9703,,,,,12.4921,,6.7403002,9.6247997,7.2716999,
9.0894003,,,12.8629,12.6886,,3.7268,,,9.2858,12.0437,,13.7955,13.0849,6.6662998,10.754,7.0362,13.3383,5.1363001,7.7693,,,13.0513,7.4400001,14.006,,,,,12.5348,,6.7624998,9.6611996,7.2972999,
9.1146002,,,12.8982,12.7387,,3.7386,,,9.3175001,12.0813,,13.8443,13.1268,6.6887999,10.79,7.0558,13.3732,5.1539001,7.7954998,,,13.1004,7.4622002,14.0423,,,,,12.5851,,6.7844,9.6932001,7.3224001,
9.1372995,,,12.9403,12.7945,,3.7497001,,,9.3500996,12.1134,,13.876,13.1655,6.7087002,10.8303,7.0777998,13.4116,5.1708002,7.8253002,,,13.1358,7.4780998,14.0834,,,,,12.6317,,6.8221998,9.7266998,7.3484998,
9.1673002,,,12.9773,12.8487,,3.7618999,,,9.3877001,12.1445,,13.9095,13.2249,6.7315998,10.8576,7.0978999,13.4526,5.1887999,7.8506999,,,13.1884,7.5088,14.1477,,,,,12.6872,,6.8421998,9.7573996,7.3727002,
9.1911001,,,13.0139,12.8917,,3.776,,,9.4513998,12.1793,,13.9457,13.265,6.7557998,10.8903,7.1191001,13.4935,5.2129998,7.8744998,,,13.227,7.5256,14.1775,,,,,12.7421,,6.8627,9.7896004,7.3978,
9.2341995,,,13.0596,12.9463,,3.7876999,,,9.4668999,12.2227,,13.9822,13.3069,6.7771001,10.9203,7.1422,13.5295,5.2291999,7.902,,,13.2653,7.546,14.2143,,,,,12.7917,,6.8860998,9.8242998,7.4228001,
9.2630997,,,13.0918,13.0015,,3.7988,,,9.4883003,12.2648,,14.0162,13.3487,6.7982001,10.9503,7.1643,13.5756,5.2447,7.9302001,,,13.3002,7.5648999,14.2552,,,,,12.8403,,6.9103999,9.8471003,7.4520998,
9.2966995,,,13.1262,13.0482,,3.822,,,9.5221004,12.3,,14.0603,13.383,6.8225999,10.9801,7.1886001,13.6231,5.2620001,7.9566998,,,13.3388,7.6046,14.3134,,,,,12.8908,,6.9326,9.8744001,7.4783001,
9.3378,,,13.1638,13.1059,,3.8326001,,,9.5479002,12.3514,,14.1066,13.4256,6.8439002,11.0284,7.2298002,13.6691,5.2793999,7.9808002,,,13.3787,7.6334,14.3667,,,,,12.9466,,6.9547,9.9008999,7.5025001,
9.3606005,,,13.2035,13.1516,,3.835,,,9.5851002,12.3934,,14.1471,13.4708,6.8645,11.0652,7.2481999,13.7122,5.2954001,8.0183001,,,13.4098,7.6601,14.4339,,,,,12.9971,,6.9773998,9.9273996,7.5314999,
9.3929996,,,13.2414,13.189,,3.848,,,9.632,12.4308,,14.1786,13.5257,6.8864999,11.0952,7.2722001,13.7544,5.3119998,8.0408001,,,13.4522,7.6812,14.4683,,,,,13.0456,,7.0272002,9.9530001,7.5597,
9.4359999,,,13.2804,13.1927,,3.8629,,,9.6450005,12.4786,,14.2242,13.5906,6.9106002,11.1223,7.2930999,13.7881,5.3283,8.0670004,,,13.4862,7.7054,14.5121,,,,,13.093,,7.0514002,9.9839001,7.5855999,
9.4681997,,,13.3178,13.241,,3.8757,,,9.6676998,12.5058,,14.2622,13.6141,6.9320002,11.15,7.2981,13.8311,5.3452001,8.0934,,,13.5175,7.7284002,14.5469,,,,,13.1398,,7.0724001,10.0237,7.6176,
9.4933996,,,13.3525,13.2881,,3.888,,,9.6864996,12.5546,,14.3163,13.6647,6.9555998,11.1835,7.316,13.8754,5.3611999,8.1225004,,,13.5547,7.7529001,14.5797,,,,,13.1738,,7.0948,10.0509,7.6402001,
9.5307999,,,13.3851,13.3279,,3.9024,,,9.7129002,12.5839,,14.359,13.7067,6.9762001,11.2274,7.3369002,13.9193,5.3775001,8.1486998,,,13.5947,7.7750001,14.6253,,,,,13.2293,,7.1183,10.079,7.6661,
9.5567999,,,13.4192,13.3717,,3.9149001,,,9.7365999,12.6274,,14.3947,13.7434,6.9998999,11.2583,7.3579001,13.9639,5.3934002,8.1753998,,,13.6296,7.8053002,14.666,,,,,13.2816,,7.1419001,10.1054,7.6936998,
9.5956001,,,13.4544,13.4052,,3.9272001,,,9.7629004,12.6705,,14.4276,13.7986,7.0251999,11.2913,7.3799,14.0059,5.4123998,8.2018995,,,13.656,7.8354998,14.712,,,,,13.3316,,7.1634998,10.1356,7.7182002,
9.6310997,,,13.4899,13.46,,3.9391,,,9.7877998,12.7018,,14.4667,13.8445,7.0440998,11.3262,7.4036999,14.0513,5.4287,8.2271004,,,13.6894,7.8578,14.7535,,,,,13.3813,,7.1866002,10.1653,7.7426,
9.6605997,,,13.5275,13.5089,,3.9517,,,9.8360004,12.7315,,14.5056,13.8917,7.0668001,11.3566,7.4411001,14.1048,5.4454002,8.2535,,,13.73,7.8827,14.7959,,,,,13.4229,,7.2206001,10.1909,7.7680998,
9.6893997,,,13.569,13.5622,,3.9656999,,,9.8492002,12.7698,,14.5531,13.9277,7.0888,11.3883,7.4642,14.1506,5.4604998,8.2774,,,13.7616,7.9067998,14.8429,,,,,13.474,,7.2410002,10.2288,7.7912002,
9.7194004,,,13.6036,13.6136,,3.9772999,,,9.8778,12.8127,,14.5924,13.9748,7.1115999,11.4299,7.4825001,14.1932,5.4786,8.3028002,,,13.8008,7.9366002,14.8734,,,,,13.523,,7.2631001,10.2566,7.8178,
9.7503996,,,13.6408,13.665,,3.9874001,,,9.9000998,12.85,,14.6485,14.0117,7.1352,11.4629,7.5050001,14.2337,5.4956999,8.3309002,,,13.8337,7.9565001,14.9104,,,,,13.5683,,7.2853999,10.2893,7.8432999,
9.7796001,,,13.6917,13.7208,,3.9988,,,9.9268999,12.892,,14.691,14.0469,7.1567998,11.5012,7.5253,14.2845,5.5139999,8.3593998,,,13.8746,7.9809999,14.9601,,,,,13.621,,7.3077002,10.3243,7.8692999,
9.8248997,,,13.7264,13.7802,,4.0233998,,,9.9560003,12.9342,,14.7342,14.0962,7.1809001,11.5371,7.5469999,14.3224,5.5318999,8.3863001,,,13.9136,8.0059996,,,,,,13.662,,7.3305001,10.3534,7.8958001,
9.8607998,,,13.7659,13.8326,,4.0376,,,10.0594,12.9798,,14.768,14.1345,7.2023001,11.5675,7.5711999,14.361,5.5496001,8.4201002,,,13.9552,8.0373001,,,,,,13.7061,,7.3543,10.382,7.9201999,
9.8913002,,,13.8058,13.8843,,4.0516,,,10.0815,13.0251,,14.8014,14.1757,7.23,11.6258,7.5931001,14.4528,5.5675998,8.4455996,,,13.9909,8.0611,,,,,,13.7527,,7.3794999,10.4273,7.9449,
9.9265003,,,13.8411,13.9221,,4.0637999,,,10.1119,13.0663,,14.844,14.2344,7.2542,11.6515,7.6332998,14.5027,5.5829,8.4731998,,,14.0409,8.0818996,,,,,,13.7944,,7.4015999,10.4532,7.9695001,
9.9777002,,,13.8759,13.9721,,4.0762,,,10.1655,13.0999,,14.9074,14.2729,7.2758002,11.6762,7.6543002,14.5458,5.5997,8.4981003,,,14.0707,8.1069002,,,,,,13.8386,,7.4263,10.4874,7.9942002,
10.0189,,,13.9063,14.0179,,4.0896001,,,10.1905,13.1393,,14.9439,14.3133,7.2955999,11.7001,7.678,14.5902,5.6170001,8.5307999,,,14.1012,8.1264,,,,,,13.8866,,7.4499998,10.517,8.0213003,
10.0465,,,13.9412,14.0704,,4.1023002,,,10.2637,13.1739,,14.9779,14.3397,7.3167,11.7286,7.7012,14.6359,5.6336999,8.5536003,,,14.1391,8.1475,,,,,,13.9293,,7.4735999,10.5527,8.0444002,
10.0844,,,13.982,14.1039,,4.1174998,,,10.2791,13.2112,,,14.3861,7.3410001,11.7597,7.7231998,14.6837,5.6497998,8.5804005,,,14.1825,8.1729002,,,,,,13.9682,,7.4970002,10.5828,8.0692997,
10.1248,,,14.0228,14.1561,,4.1304002,,,10.3069,13.2601,,,14.4361,7.3614001,11.7944,7.7466998,14.7357,5.6669998,8.6173,,,14.2176,8.2229004,,,,,,14.0157,,7.5198002,10.6307,8.0944996,
10.1545,,,14.0625,14.2052,,4.1433001,,,10.3297,13.2892,,,14.4781,7.3848,11.8362,7.7698998,14.7771,5.6834002,8.6373997,,,14.2656,8.2388,,,,,,14.0703,,7.5430999,10.6629,8.1185999,
10.1793,,,14.1068,14.2551,,4.1559,,,10.3524,13.3237,,,14.5256,7.4211998,11.8647,7.7972999,14.8187,5.7013001,8.6636,,,14.2997,8.2587004,,,,,,14.1237,,7.5675998,10.6983,8.1427002,
10.2268,,,14.1453,14.3023,,4.1679001,,,10.3904,13.3547,,,14.5636,7.4446998,11.8979,7.8354001,14.8578,5.7184,8.6878996,,,14.3392,8.2844,,,,,,14.1585,,7.5888,10.7341,8.1661997,
10.2563,,,14.1853,14.3563,,4.1809001,,,10.4572,13.3992,,,14.599,7.4674001,11.9248,7.8590002,14.9041,5.7349,8.7122002,,,14.384,8.3049002,,,,,,14.1985,,7.6204,10.7679,8.1940002,
10.2837,,,14.2181,14.3986,,4.1939998,,,10.4768,13.432,,,14.6318,7.4889998,11.9592,7.8814001,14.9457,5.7504001,8.7398005,,,14.4166,8.3226995,,,,,,14.2512,,7.6419001,10.834,8.2187004,
10.31,,,14.2544,14.4466,,4.2220998,,,10.4953,13.4703,,,14.6751,7.5134001,11.9894,7.9052,14.9857,5.7680998,8.7672005,,,14.4552,8.3501997,,,,,,14.3048,,7.6633,10.866,8.2416,
10.337,,,14.299,14.5054,,4.2342,,,10.5201,13.5043,,,14.7236,7.5362,12.0219,7.9274998,,5.7845001,8.7954998,,,14.4935,8.3804998,,,,,,14.348,,7.6855998,10.898,8.2656002,
10.3649,,,14.3384,14.5607,,4.2466998,,,10.5479,13.5353,,,14.7699,7.5560002,12.0563,7.9487,,5.8178,8.8212004,,,14.5329,8.4315996,,,,,,14.3902,,7.7080002,10.9346,8.2894001,
10.3928,,,14.3708,14.6079,,4.2595,,,10.5868,13.5749,,,14.8028,7.5792999,12.0903,7.9724002,,5.8333001,8.8458004,,,14.5643,8.4552002,,,,,,14.4309,,7.7326999,10.9791,8.3134003,
10.4287,,,14.3983,14.6601,,4.2725,,,10.652,13.6102,,,14.8393,7.6027002,12.1262,7.9937,,5.8530002,8.8687,,,14.6085,8.4800997,,,,,,14.4786,,7.7571001,11.0229,8.3403997,
10.4617,,,14.4446,14.7024,,4.2905002,,,10.6691,13.6651,,,14.8821,7.6290002,12.1606,8.0342999,,5.8694,8.8930998,,,14.6389,8.5087996,,,,,,14.524,,7.7800999,11.053,8.3631001,
10.488,,,14.4838,14.7556,,4.3031001,,,10.693,13.705,,,14.9305,7.6521001,12.1944,8.0567999,,5.8873,8.9205999,,,14.6736,8.5304003,,,,,,14.5711,,7.8028002,11.0862,8.3865995,
10.5249,,,14.528,14.8053,,4.3161001,,,10.722,13.7406,,,14.9758,7.6757998,12.2261,8.0818005,,5.9052,8.9498997,,,14.7049,8.5502005,,,,,,14.6256,,7.8291998,11.115,8.4183998,
10.5535,,,14.5704,14.8515,,4.3281999,,,10.7585,13.7775,,,,7.6993999,12.2598,8.1062002,,5.9215999,8.9765997,,,14.7414,8.5785999,,,,,,14.6689,,7.8525,11.1515,8.4442997,
10.582,,,14.6164,14.8987,,4.3408999,,,10.7998,13.8111,,,,7.723,12.292,8.1282997,,5.941,9.0165997,,,14.7668,8.6056995,,,,,,14.7209,,7.8761001,11.1925,8.4693003,
10.6208,,,14.6542,14.9427,,4.3519001,,,10.8537,13.8529,,,,7.7445002,12.3215,8.1504002,,5.9570999,9.0377998,,,14.7971,8.6322002,,,,,,14.7639,,7.9003,11.2257,8.4951,
10.6424,,,14.6929,14.9912,,4.3632998,,,10.8706,13.8926,,,,7.7648001,12.3506,8.1747999,,5.9752998,9.0604,,,14.837,8.6534004,,,,,,14.8116,,7.9232001,11.2581,8.5193005,
10.6762,,,14.7288,,,4.3748002,,,10.896,13.9241,,,,7.7863998,12.3803,8.1987,,5.9928002,9.0881004,,,14.8717,8.6736002,,,,,,14.858,,7.9471998,11.2903,8.5451002,
10.7075,,,14.7697,,,4.3863001,,,10.9411,13.9613,,,,7.8042998,12.4124,8.2347002,,6.0142999,9.1101999,,,14.8982,8.7069998,,,,,,14.9064,,7.9707999,11.3225,8.5705996,
10.7319,,,14.8067,,,4.3973999,,,10.9639,13.9982,,,,7.8291998,12.4452,8.2578001,,6.0310998,9.1379004,,,14.9436,8.7347002,,,,,,14.9588,,7.9952002,11.356,8.5949001,
10.7607,,,14.8502,,,4.4203,,,10.9906,14.0425,,,,7.8580999,12.4724,8.2800999,,6.0489998,9.1644001,,,14.9895,8.7558002,,,,,,,,8.0228996,11.3915,8.6194,
10.7987,,,14.89,,,4.4335999,,,11.0704,14.0766,,,,7.8799,12.5041,8.3016005,,6.0668998,9.1934004,,,,8.7853003,,,,,,,,8.0431004,11.4264,8.6445999,
10.8386,,,14.9341,,,4.4463,,,11.0842,14.1105,,,,7.9095001,12.5299,8.3275995,,6.0839,9.2210999,,,,8.8305998,,,,,,,,8.0647001,11.4618,8.6701002,
10.8689,,,14.9779,,,4.4583001,,,11.1152,14.1594,,,,7.9323001,12.5672,8.3518,,6.1011,9.2494001,,,,8.8488998,,,,,,,,8.0866003,11.4939,8.6936998,
