20220818a,20220819a,20220819b,20220826a_1,20220826a_2,20220826b,20220826c,20220826d,20220919a,20220919b,20220919c,20220919d,20191206b,20191206c,20191206d,20191209a,20191209b,20191209c,20191209e,20191209f,20191209g_1,20191209g_2,20191209h,202191209i,20191209j,20191217b,20191217c,20191217e,20191217j,20191219b,20191219e,20191219g,20191219h,20191219i,20191219j
,,,,,,10.1096,,,,,,,,,,,,13.635,,,,,,,,,,,,,,,,
,,,,,,10.121,,,,,,,,,,,,13.6514,,,,,,,,,,,,,,,,
,,,,,,10.1329,,,,,,,,,,,,13.6684,,,,,,,,,,,,,,,,
,,,,,,10.1449,,,,,,,,,,,,13.6848,,,,,,,,,,,,,,,,
,,,,,,10.1574,,,,,,,,,,,,13.7027,,,,,,,,,,,,,,,,
,,,,,,10.1687,,,,,,,,,,,,13.7192,,,,,,,,,,,,,,,,
,,,,,,10.1803,,,,,,,,,,,,13.7365,,,,,,,,,,,,,,,,
,,,,,,10.1915,,,,,,,,,,,,13.7529,,,,,,,,,,,,,,,,
,,,,,,10.2035,,,,,,,,,,,,13.7684,,,,,,,,,,,,,,,,
,,,,,,10.2256,,,,,,,,,,,,13.7851,,,,,,,,,,,,,,,,
,,,,,,10.2381,,,,,,,,,,,,13.801,,,,,,,,,,,,,,,,
,,,,,,10.252,,,,,,,,,,,,13.8173,,,,,,,,,,,,,,,,
,,,,,,10.2643,,,,,,,,,,,,13.8334,,,,,,,,,,,,,,,,
,,,,,,10.2764,,,,,,,,,,,,13.8505,,,,,,,,,,,,,,,,
,,,,,,10.2896,,,,,,,,,,,,13.8663,,,,,,,,,,,,,,,,
,,,,,,10.3027,,,,,,,,,,,,13.8838,,,,,,,,,,,,,,,,
,,,,,,10.3144,,,,,,,,,,,,13.9013,,,,,,,,,,,,,,,,
,,,,,,10.3276,,,,,,,,,,,,13.9207,,,,,,,,,,,,,,,,
,,,,,,10.3399,,,,,,,,,,,,13.9378,,,,,,,,,,,,,,,,
,,,,,,10.3517,,,,,,,,,,,,13.9543,,,,,,,,,,,,,,,,
,,,,,,10.3651,,,,,,,,,,,,13.9696,,,,,,,,,,,,,,,,
,,,,,,10.3779,,,,,,,,,,,,13.9862,,,,,,,,,,,,,,,,
,,,,,,10.3903,,,,,,,,,,,,14.0019,,,,,,,,,,,,,,,,
,,,,,,10.4022,,,,,,,,,,,,14.0193,,,,,,,,,,,,,,,,
,,,,,,10.4228,,,,,,,,,,,,14.036,,,,,,,,,,,,,,,,
,,,,,,10.4357,,,,,,,,,,,,14.0532,,,,,,,,,,,,,,,,
,,,,,,10.4477,,,,,,,,,,,,14.0705,,,,,,,,,,,,,,,,
,,,,,,10.4606,,,,,,,,,,,,14.0873,,,,,,,,,,,,,,,,
,,,,,,10.4728,,,,,,,,,,,,14.1047,,,,,,,,,,,,,,,,
,,,,,,10.4842,,,,,,,,,,,,14.1221,,,,,,,,,,,,,,,,
,,,,,,10.4961,,,,,,,,,,,,14.1385,,,,,,,,,,,,,,,,
,,,,,,10.5072,,,,,,,,,,,,14.1542,,,,,,,,,,,,,,,,
,,,,,,10.5182,,,,,,,,,,,,14.1704,,,,,,,,,,,,,,,,
,,,,,,10.5294,,,,,,,,,,,,14.1866,,,,,,,,,,,,,,,,
,,,,,,10.5419,,,,,,,,,,,,14.2026,,,,,,,,,,,,,,,,
,,,,,,10.5554,,,,,,,,,,,,14.2192,,,,,,,,,,,,,,,,
,,,,,,10.5684,,,,,,,,,,,,14.2359,,,,,,,,,,,,,,,,
,,,,,,10.5799,,,,,,,,,,,,14.2526,,,,,,,,,,,,,,,,
,,,,,,10.5921,,,,,,,,,,,,14.2698,,,,,,,,,,,,,,,,
,,,,,,10.6036,,,,,,,,,,,,14.2862,,,,,,,,,,,,,,,,
,,,,,,10.6235,,,,,,,,,,,,14.302,,,,,,,,,,,,,,,,
,,,,,,10.6376,,,,,,,,,,,,14.3176,,,,,,,,,,,,,,,,
,,,,,,10.6504,,,,,,,,,,,,14.3358,,,,,,,,,,,,,,,,
,,,,,,10.665,,,,,,,,,,,,14.3519,,,,,,,,,,,,,,,,
,,,,,,10.6777,,,,,,,,,,,,14.3682,,,,,,,,,,,,,,,,
,,,,,,10.692,,,,,,,,,,,,14.3841,,,,,,,,,,,,,,,,
,,,,,,10.7073,,,,,,,,,,,,14.4,,,,,,,,,,,,,,,,
,,,,,,10.72,,,,,,,,,,,,14.4191,,,,,,,,,,,,,,,,
,,,,,,10.7323,,,,,,,,,,,,14.4361,,,,,,,,,,,,,,,,
,,,,,,10.7443,,,,,,,,,,,,14.4535,,,,,,,,,,,,,,,,
,,,,,,10.7567,,,,,,,,,,,,14.4729,,,,,,,,,,,,,,,,
,,,,,,10.7684,,,,,,,,,,,,14.4902,,,,,,,,,,,,,,,,
,,,,,,10.7807,,,,,,,,,,,,14.5062,,,,,,,,,,,,,,,,
,,,,,,10.7922,,,,,,,,,,,,14.5232,,,,,,,,,,,,,,,,
,,,,,,10.8045,,,,,,,,,,,,14.5394,,,,,,,,,,,,,,,,
,,,,,,10.824,,,,,,,,,,,,14.5553,,,,,,,,,,,,,,,,
,,,,,,10.8375,,,,,,,,,,,,14.5728,,,,,,,,,,,,,,,,
,,,,,,10.8499,,,,,,,,,,,,14.5895,,,,,,,,,,,,,,,,
,,,,,,10.8628,,,,,,,,,,,,14.6052,,,,,,,,,,,,,,,,
,,,,,,10.8791,,,,,,,,,,,,14.6206,,,,,,,,,,,,,,,,
,,,,,,10.892,,,,,,,,,,,,14.6358,,,,,,,,,,,,,,,,
,,,,,,10.9073,,,,,,,,,,,,14.6523,,,,,,,,,,,,,,,,
,,,,,,10.92,,,,,,,,,,,,14.6689,,,,,,,,,,,,,,,,
,,,,,,10.9332,,,,,,,,,,,,14.6866,,,,,,,,,,,,,,,,
,,,,,,10.9462,,,,,,,,,,,,14.7032,,,,,,,,,,,,,,,,
,,,,,,10.9589,,,,,,,,,,,,14.7197,,,,,,,,,,,,,,,,
,,,,,,10.9719,,,,,,,,,,,,14.7366,,,,,,,,,,,,,,,,
,,,,,,10.9837,,,,,,,,,,,,14.755,,,,,,,,,,,,,,,,
,,,,,,10.9957,,,,,,,,,,,,14.773,,,,,,,,,,,,,,,,
,,,,,,11.0231,,,,,,,,,,,,14.7894,,,,,,,,,,,,,,,,
,,,,,,11.0358,,,,,,,,,,,,14.8053,,,,,,,,,,,,,,,,
,,,,,,11.05,,,,,,,,,,,,14.8239,,,,,,,,,,,,,,,,
,,,,,,11.064,,,,,,,,,,,,14.8426,,,,,,,,,,,,,,,,
,,,,,,11.0768,,,,,,,,,,,,14.8592,,,,,,,,,,,,,,,,
,,,,,,11.089,,,,,,,,,,,,14.8757,,,,,,,,,,,,,,,,
,,,,,,11.1005,,,,,,,,,,,,14.8915,,,,,,,,,,,,,,,,
,,,,,,11.1177,,,,,,,,,,,,14.9066,,,,,,,,,,,,,,,,
,,,,,,11.1342,,,,,,,,,,,,14.9232,,,,,,,,,,,,,,,,
,,,,,,11.1477,,,,,,,,,,,,14.94,,,,,,,,,,,,,,,,
,,,,,,11.1608,,,,,,,,,,,,14.9578,,,,,,,,,,,,,,,,
,,,,,,11.1743,,,,,,,,,,,,14.9728,,,,,,,,,,,,,,,,
,,,,,,11.1878,,,,,,,,,,,,14.9894,,,,,,,,,,,,,,,,
,,,,,,11.2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.2357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.2585,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.2731,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.2868,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.2997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.3147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.3285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.3419,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.3553,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.3667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.3786,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.3935,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.4178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.4305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.4432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.4599,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.4661,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.4749,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.4892,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.5011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.5132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.5254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.5372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.5494,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.5608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.5847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.5964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.6359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.6488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.6613,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.6728,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.6843,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.6959,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.7076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.719,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.7297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.7413,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.7527,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.7644,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.7868,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.7978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.821,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.8332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.8466,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.8572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.8679,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.8906,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.9017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.9119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.9225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.9332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.9544,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.9646,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.9766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.9876,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,11.9981,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.0082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.0183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.0402,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.0616,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.0717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.0817,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.0922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.1465,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.1578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.1685,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.2097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.2213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.2325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.2421,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.2524,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.2629,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.2733,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.2941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.3041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.3147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.3356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.3461,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.3571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.3672,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.3776,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.3882,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.3984,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.4089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.4188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.4295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.4395,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.4526,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.4752,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.4852,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.4965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.5071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.5181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.5403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.5506,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.5613,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.5721,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.5834,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.6042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.6149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.6253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.6474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.6587,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.6813,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.6927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.7042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.7163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.7277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.7394,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.7721,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.7828,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.7941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.8053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.8158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.8279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.8507,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.8615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.8721,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.8826,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.8942,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.9043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.9151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.9259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.9378,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.9488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.9725,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.9832,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,12.9943,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.0057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.0161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.0276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.0503,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.0622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.0732,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.0841,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.0955,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.1385,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.2113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.2245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.2358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.2471,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.2586,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.2708,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.2819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.2929,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.3044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.3181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.3305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.3438,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.3565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.3687,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.3913,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.4026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.4278,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.4498,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.4603,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.4723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.4832,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.4941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.5047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.5163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.5401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.5517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.5723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.5848,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.607,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.6184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.6297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.6416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.6532,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.6611,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.6642,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.6747,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.6855,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.6942,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.7078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.7182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.7299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.7406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.7506,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.7613,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.7726,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.7841,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.7951,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.8052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.8158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.8276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.8409,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.8553,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.8698,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.8827,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.8944,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.9059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.9188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.9304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.9419,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.9528,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.9651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.9802,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,13.9953,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.0076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.0196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.0316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.0433,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.0559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.0728,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.1197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.1366,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.2229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.2397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.2473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.2584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.2665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.2697,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,14.2806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
