20220818a,20220818c,20220819a,20220819b,20220826a_1,20220826a_2,20220826b,20220826c,20220826d,20220919a,20220919b,20220919c,20220919d,20191206a,20191206b,20191206c,20191206d,20191209a,20191209b,20191209c,20191209e,20191209f,20191209g_1,20191209g_2,20191209h,202191209i,20191209j,20191209k,20191217b,20191217c,20191217e,20191217f,20191217j,20191219b,20191219e,20191219g,20191219h,20191219i,20191219j
5.8165002,8.5949001,,,13.6583,9.4067001,,5.1698999,,,8.0432997,12.8831,,,14.9153,,7.5700002,14.4962,11.5766,13.0298,6.6440001,7.7323999,,,,8.7221003,12.8309,,,,,,,8.9022999,,6.3249002,8.2693005,6.6915998,
5.8478999,8.6281004,,,13.687,9.4420996,,5.1869998,,,8.0732002,12.9201,,,14.9483,,7.5915999,14.5348,11.6165,13.0757,6.6676002,7.7546,,,,8.7465,12.8642,,,,,,,8.9217997,,6.3431001,8.2962999,6.7107,
5.8664999,8.6566,,,13.7208,9.4574003,,5.2020998,,,8.0909004,12.9536,,,14.9862,,7.6195998,14.5725,11.6409,13.1115,6.6870999,7.7747998,,,,8.7707005,12.9471,,,,,,,8.9528999,,6.3657999,8.3209,6.7304001,
5.8821001,8.6843996,,,13.7543,9.4940004,,5.2207999,,,8.1327,12.986,,,,,7.6402001,14.608,11.6749,13.1469,6.7138,7.7979002,,,,8.8050003,12.9856,,,,,,,8.9755001,,6.3832002,8.3474998,6.7518001,
5.8966999,8.7077999,,,13.7851,9.5078001,,5.2349,,,8.1455002,13.0243,,,,,7.6696,14.6543,11.7164,13.1867,6.7346001,7.8204002,,,,8.8256998,13.033,,,,,,,9.0221004,,6.4024,8.3718996,6.7679,
5.9155002,8.7368002,,,13.8173,9.5566998,,5.2481999,,,8.1897001,13.0684,,,,,7.6911998,14.6883,11.7459,13.231,6.7533002,7.8427,,,,8.8485003,13.0827,,,,,,,9.0464001,,6.4219999,8.3985004,6.7886,
5.9310999,8.7646999,,,13.8501,9.5867996,,5.2655001,,,8.2039003,13.1055,,,,,7.7210002,14.7259,11.7832,13.2757,6.7751999,7.8657999,,,,8.8736,13.1112,,,,,,,9.0579004,,6.4404998,8.4208002,6.8101001,
5.9531002,8.7969999,,,13.8842,9.6070995,,5.2789001,,,8.2396002,13.1313,,,,,7.7409,14.7835,11.8211,13.315,6.7951999,7.8885999,,,,8.9039001,13.172,,,,,,,9.0878,,6.4677,8.4462004,6.8313999,
5.9650002,8.8246002,,,13.9174,9.6569996,,5.2933002,,,8.2793999,13.1631,,,,,7.7695999,14.8216,11.8524,13.3551,6.8168001,7.9145999,,,,8.9305,13.2082,,,,,,,9.1071997,,6.4868002,8.4728003,6.8540001,
5.9829998,8.8532,,,13.9477,9.6674004,,5.3165002,,,8.3260002,13.2,,,,,7.7919002,14.8602,11.8855,13.3912,6.8365998,7.9334002,,,,8.9518003,13.2338,,,,,,,9.1307001,,6.5039001,8.4961996,6.8720999,
6.0219002,8.8800001,,,13.9782,9.6850996,,5.3291998,,,8.3423996,13.2328,,,,,7.8202,14.911,11.9187,13.4363,6.8641,7.9635,,,,8.9811001,13.2588,,,,,,,9.1759996,,6.5226998,8.5195999,6.8920999,
6.0434999,8.9118004,,,14.0112,9.7025995,,5.3427,,,8.3809004,13.2682,,,,,7.8421001,14.9678,11.9499,13.4758,6.8838,7.9837999,,,,9.0249004,13.2862,,,,,,,9.2035999,,6.5426998,8.5421,6.9130001,
6.0650001,8.9390001,,,14.0445,9.7158003,,5.3681002,,,8.4357004,13.3067,,,,,7.8736,,11.9827,13.514,6.9033999,8.0158005,,,,9.0452003,13.3294,,,,,,,9.2226,,6.5667,8.5675001,6.9327002,
6.0777998,8.9674997,,,14.0773,9.757,,5.3829999,,,8.4531002,13.3448,,,,,7.895,,12.0122,13.552,6.9246998,8.0347004,,,,9.0788002,13.3636,,,,,,,9.2546997,,6.5837002,8.5930996,6.9531002,
6.0985999,9.0037003,,,14.1063,9.7930002,,5.3969002,,,8.4862003,13.3701,,,,,7.9204001,,12.0467,13.5905,6.9456,8.0627003,,,,9.0956001,13.4112,,,,,,,9.2714005,,6.6185999,8.6224003,6.9702001,
6.1171999,9.0299997,,,14.1399,9.8073997,,5.4190001,,,8.5025997,13.4138,,,,,7.9424,,12.0787,13.6322,6.9678998,8.0846004,,,,9.1309004,13.4537,,,,,,,9.2957001,,6.6374002,8.6490002,6.9923,
6.1304998,9.0593004,,,14.1746,9.8520002,,5.4326,,,8.5337,13.4398,,,,,7.9748001,,12.1058,13.6698,6.9875998,8.1133003,,,,9.1520996,13.4952,,,,,,,9.3319998,,6.6671,8.6724997,7.0116,
6.1637001,9.0853004,,,14.207,9.8591003,,5.447,,,8.5471001,13.473,,,,,7.9966002,,12.1335,13.7065,7.0149999,8.1329002,,,,9.1759996,13.5413,,,,,,,9.3570004,,6.6855001,8.6962996,7.0324998,
6.1795001,9.1107998,,,14.242,9.9081001,,5.4668002,,,8.5946999,13.5082,,,,,8.0229998,,12.1673,13.7451,7.0342002,8.1625996,,,,9.1992998,13.5904,,,,,,,9.3813,,6.7038999,8.7234001,7.0523,
6.1966,9.1370001,,,14.275,9.9530001,,5.4812999,,,8.6271,13.5621,,,,,8.0454998,,12.1957,13.7873,7.0633001,8.1836004,,,,9.2234001,13.627,,,,,,,9.4069004,,6.7234001,8.7477999,7.0693998,
6.2149,9.1634998,,,14.31,9.9625998,,5.4945998,,,8.6522999,13.5898,,,,,8.0741997,,12.2238,13.8261,7.0808001,8.2136002,,,,9.2466002,13.658,,,,,,,9.4258003,,6.7434001,8.7713003,7.0910001,
6.2296,9.1906004,,,14.3421,9.9918003,,5.5152001,,,8.6806002,13.6197,,,,,8.0957003,,12.2554,13.8633,7.0984001,8.2327995,,,,9.2779999,13.6965,,,,,,,9.4710999,,6.7684999,8.7952995,7.1111002,
6.2438998,9.2200003,,,14.376,10.0078,,5.5274,,,8.7321997,13.6612,,,,,8.1225996,,12.2845,13.9036,7.1216002,8.2622995,,,,9.2999001,13.7437,,,,,,,9.4968996,,6.7874999,8.8185997,7.1314998,
6.2634001,9.2446003,,,14.4047,10.0425,,5.5405998,,,8.7517996,13.6926,,,,,8.1429996,,12.3132,13.9471,7.1416001,8.2849998,,,,9.3256998,13.7762,,,,,,,9.5087004,,6.8161998,8.8441,7.1563001,
6.2799001,9.2721004,,,14.4336,10.0569,,5.5535002,,,8.7832003,13.7265,,,,,8.1709003,,12.3409,13.9847,7.1648002,8.3121996,,,,9.3769999,13.8097,,,,,,,9.5319004,,6.8365998,8.8713999,7.1729002,
6.2954998,9.2992001,,,14.4656,10.1044,,5.5696998,,,8.8021002,13.7615,,,,,8.1929998,,12.3691,14.0248,7.184,8.3366003,,,,9.3965998,13.8603,,,,,,,9.5754995,,6.8554001,8.8961,7.1952,
6.3147998,9.3237,,,14.4958,10.148,,5.5837998,,,8.8262997,13.8029,,,,,8.2195997,,12.3969,14.0668,7.2168002,8.3622999,,,,9.4264002,13.9092,,,,,,,9.6021996,,6.8741999,8.9207001,7.2156,
6.3312998,9.3554001,,,14.5279,10.1576,,5.5977001,,,8.8418999,13.836,,,,,8.2381001,,12.4267,14.1013,7.2371998,8.3802004,,,,9.4553003,13.9385,,,,,,,9.6210003,,6.8936,8.9476004,7.2357001,
6.3470001,9.3877001,,,14.5611,10.1993,,5.6198001,,,8.8768997,13.8675,,,,,8.2697001,,12.4547,14.1404,7.2662001,8.4207001,,,,9.4837999,13.9711,,,,,,,9.6475,,6.9184999,8.9715996,7.2624998,
6.3653998,9.4112997,,,14.5924,10.2078,,5.6339002,,,8.8901997,13.8969,,,,,8.2898998,,12.4824,14.178,7.2859001,8.448,,,,9.5192003,14.0225,,,,,,,9.6786003,,6.9394002,9.0166998,7.2806001,
6.3834,9.4378996,,,14.6253,10.2567,,5.6472001,,,8.9315996,13.9286,,,,,8.3193998,,12.5106,14.2207,7.3155999,8.4689999,,,,9.5370998,14.0643,,,,,,,9.7275,,6.9660001,9.0374002,7.3018999,
6.3997998,9.4638996,,,14.6554,10.2776,,5.6682,,,8.9517002,13.9677,,,,,8.3410997,,12.5447,14.2589,7.3362999,8.4940996,,,,9.5711002,14.122,,,,,,,9.7536001,,6.9833999,9.0663996,7.3172002,
6.4175,9.4942999,,,14.6864,10.3074,,5.6820002,,,8.9835997,14.0043,,,,,8.3732004,,12.575,14.2977,7.3632998,8.5165997,,,,9.5924997,14.1599,,,,,,,9.8021002,,7.0222998,9.0865002,7.3395,
6.4349999,9.5193005,,,14.7169,10.3198,,5.6954999,,,8.9996996,14.0395,,,,,8.3965998,,12.6043,14.3364,7.3829002,8.5411997,,,,9.6230001,14.1974,,,,,,,9.8252001,,7.0402002,9.1162996,7.3597999,
6.467,9.5522003,,,14.7471,10.3569,,5.7182002,,,9.0380001,14.0849,,,,,8.4257002,,12.6288,14.3767,7.4036999,8.5678997,,,,9.6419001,14.2366,,,,,,,9.8963003,,7.0658002,9.1407003,7.3800998,
6.4836001,9.5817003,,,14.7865,10.3987,,5.7330999,,,9.0536003,14.1135,,,,,8.4498997,,12.6574,14.4145,7.4243002,8.5907001,,,,9.6709995,14.2647,,,,,,,9.9343004,,7.0854998,9.1684999,7.4201002,
6.5163999,9.6101999,,,14.8178,10.4076,,5.7481999,,,9.0872002,14.1575,,,,,8.4773998,,12.6931,14.4516,7.4447999,8.6134005,,,,9.6933002,14.3146,,,,,,,9.9758997,,7.1032,9.1943998,7.4422002,
6.5380998,9.6331997,,,14.8502,10.4566,,5.7680998,,,9.1047001,14.2024,,,,,8.4983997,,12.7232,14.4987,7.4699998,8.6356001,,,,9.7258997,14.3673,,,,,,,10.0223,,7.1220999,9.2180996,7.4615998,
6.5542002,9.6633997,,,14.8822,10.475,,5.7813001,,,9.1430998,14.2272,,,,,8.5256004,,12.7512,14.5481,7.4896998,8.6624002,,,,9.7474003,14.4052,,,,,,,10.0489,,7.1410999,9.2418003,7.4844999,
6.5689998,9.6921997,,,14.9154,10.5074,,5.7940998,,,9.1777,14.2678,,,,,8.5462999,,12.78,14.6006,7.5152001,8.6835003,,,,9.7728004,14.4531,,,,,,,10.0925,,7.1666999,9.2707996,7.5074,
6.5851002,9.7209997,,,14.9445,10.5214,,5.8141999,,,9.1954002,14.3047,,,,,8.573,,12.8097,14.6407,7.5349002,8.7135,,,,9.7979002,14.4904,,,,,,,10.157,,7.1852002,9.2989998,7.5250001,
6.6032,9.7477999,,,14.976,10.5494,,5.8267002,,,9.2300997,14.3353,,,,,8.5950003,,12.8452,14.6845,7.5650001,8.7377996,,,,9.8268003,14.5436,,,,,,,10.1745,,7.2042999,9.3240995,7.5448999,
6.6191001,9.7778997,,,,10.5581,,5.8390999,,,9.2459002,14.3717,,,,,8.6237001,,12.8736,14.7253,7.5826001,8.7630997,,,,9.8430996,14.5822,,,,,,,10.2258,,7.2241998,9.3498001,7.5616002,
6.6355,9.8067999,,,,10.5905,,5.8660002,,,9.2851,14.4049,,,,,8.6447001,,12.9061,14.7643,7.6016998,8.7865,,,,9.8760996,14.6374,,,,,,,10.2732,,7.243,9.3744001,7.5844002,
6.6529999,9.8366003,,,,10.6073,,5.8790998,,,9.2995996,14.4399,,,,,8.6732998,,12.9358,14.8009,7.6217999,8.8149996,,,,9.8930998,14.6703,,,,,,,10.3033,,7.2683001,9.3990002,7.6090999,
6.6697001,9.8649998,,,,10.6341,,5.8920002,,,9.3367996,14.4736,,,,,8.6954002,,12.9675,14.8427,7.6406999,8.8365002,,,,9.9231997,14.7083,,,,,,,10.3246,,7.2860999,9.4197998,7.6289001,
6.6841998,9.8942003,,,,10.6575,,5.9053001,,,9.3472004,14.5072,,,,,8.7217999,,12.9969,14.8866,7.6648002,8.8632002,,,,9.9432001,14.7523,,,,,,,10.3638,,7.3056002,9.4467001,7.6497002,
6.6999002,9.9189997,,,,10.6819,,5.9267998,,,9.3879995,14.5418,,,,,8.7439003,,13.0308,14.9233,7.6834998,8.8891001,,,,9.9828997,14.7851,,,,,,,10.3908,,7.3249002,9.4748001,7.6686001,
6.7171001,9.9531002,,,,10.7072,,5.9418001,,,9.3999004,14.5796,,,,,8.7720003,,13.0598,14.9607,7.7020998,8.9146996,,,,10.0216,14.8204,,,,,,,10.4813,,7.3450999,9.5028,7.6911001,
6.7321,9.9818001,,,,10.7343,,5.9660001,,,9.4287996,14.6121,,,,,8.7953997,,13.093,14.9966,7.7238998,8.9405003,,,,10.0469,14.8615,,,,,,,10.5268,,7.3691001,9.5267,7.7115002,
6.7649002,10.011,,,,10.768,,5.9798002,,,9.4427996,14.6444,,,,,8.8228998,,13.1224,,7.7452998,8.9678001,,,,10.0769,14.9051,,,,,,,10.5523,,7.3896999,9.5559998,7.7335,
6.7803001,10.0357,,,,10.8063,,5.9937,,,9.4786997,14.6849,,,,,8.8462,,13.1505,,7.7695999,8.9934998,,,,10.125,14.9475,,,,,,,10.5766,,7.4159002,9.5788002,7.7599001,
6.7989998,10.0662,,,,10.8353,,6.0184999,,,9.4995003,14.7152,,,,,8.8731003,,13.1789,,7.7911,9.0171003,,,,10.1401,14.991,,,,,,,10.6257,,7.434,9.6046,7.7772999,
6.8186998,10.0973,,,,10.8566,,6.0348001,,,9.5340996,14.7553,,,,,8.8943005,,13.2085,,7.8165002,9.0452995,,,,10.1752,,,,,,,,10.6455,,7.4528999,9.6311998,7.7997999,
6.835,10.123,,,,10.8797,,6.0493002,,,9.5528002,14.7927,,,,,8.9204998,,13.2423,,7.8381,9.0664997,,,,10.195,,,,,,,,10.6836,,7.4742999,9.6671,7.8190999,
6.8516998,10.1536,,,,10.9074,,6.0685,,,9.5840998,14.8378,,,,,8.9420004,,13.2728,,7.8652,9.0984001,,,,10.2296,,,,,,,,10.726,,7.4933,9.6887999,7.8396001,
6.8670001,10.1798,,,,10.9327,,6.0826998,,,9.6286001,14.8705,,,,,8.9714003,,13.3038,,7.8839002,9.1189003,,,,10.2474,,,,,,,,10.7787,,7.5180998,9.7161999,7.8597002,
6.8811002,10.3123,,,,10.958,,6.0977998,,,9.6431999,14.9005,,,,,8.9947996,,13.3358,,7.9033999,9.1419001,,,,10.2795,,,,,,,,10.8038,,7.5376,9.7402,7.8772001,
6.8969002,10.3329,,,,11.0068,,6.1162,,,9.6759996,14.9307,,,,,9.0200005,,13.3686,,7.9245,9.1669998,,,,10.2961,,,,,,,,10.823,,7.5671,9.7678003,7.8968,
6.9161,10.3586,,,,11.0186,,6.1303,,,9.6905003,14.9668,,,,,9.0408001,,13.3995,,7.9474001,9.1899004,,,,10.3278,,,,,,,,10.8702,,7.5853,9.7888002,7.9141002,
6.9313998,10.3834,,,,11.0568,,6.1448998,,,9.7058001,14.9974,,,,,9.0711002,,13.4317,,7.9699001,9.2147999,,,,10.3857,,,,,,,,10.9038,,7.6163001,9.8185997,7.9344001,
6.9495001,10.4045,,,,11.0709,,6.1672001,,,9.7287998,,,,,,9.0915003,,13.4605,,7.9896998,9.2205,,,,10.4057,,,,,,,,10.9796,,7.6338,9.8438997,7.954,
6.9660001,10.4287,,,,11.0948,,6.1817999,,,9.7449999,,,,,,9.1212997,,13.4914,,8.0156002,9.2375002,,,,10.4276,,,,,,,,11.0031,,7.6528001,9.8688002,7.9721999,
6.9826002,10.4816,,,,11.107,,6.1957002,,,9.7842999,,,,,,9.1445999,,13.5236,,8.0359001,9.2646999,,,,10.4458,,,,,,,,11.0527,,7.6738,9.8970003,7.9917998,
6.9979,10.5072,,,,11.1443,,6.2171998,,,9.8345003,,,,,,9.1743002,,13.556,,8.0636997,9.2863998,,,,10.4771,,,,,,,,11.0733,,7.6925001,9.9226999,8.0138998,
7.0170002,10.5318,,,,11.1579,,6.2329998,,,9.8762999,,,,,,9.1955004,,13.5862,,8.0829,9.3150997,,,,10.5028,,,,,,,,11.1219,,7.7174001,9.9809999,8.0338001,
7.0321002,10.5599,,,,11.2069,,6.2476001,,,9.8908005,,,,,,9.2214003,,13.6185,,8.1037998,9.3355999,,,,10.5318,,,,,,,,11.1473,,7.7357998,10.007,8.0573997,
7.0489001,10.5885,,,,11.2233,,6.2691002,,,9.9299002,,,,,,9.2435999,,13.6506,,8.1245003,9.3642998,,,,10.5774,,,,,,,,11.1866,,7.7656002,10.0267,8.0764999,
7.0647998,10.6171,,,,11.2548,,6.2835002,,,9.9460001,,,,,,9.2712002,,13.6809,,8.1440001,9.3860998,,,,10.6228,,,,,,,,11.2308,,7.7827001,10.0754,8.0976,
7.0802999,10.6453,,,,11.282,,6.2969999,,,9.9832001,,,,,,9.2926998,,13.7121,,8.1690998,9.4155998,,,,10.6409,,,,,,,,11.2782,,7.8231001,10.1021,8.1160002,
7.0949001,10.6729,,,,11.2984,,6.3157001,,,10.0272,,,,,,9.3234997,,13.7471,,8.1892004,9.4406996,,,,10.6747,,,,,,,,11.3758,,7.8435998,10.1257,8.1366997,
7.1153998,10.698,,,,11.3083,,6.3291001,,,10.038,,,,,,9.3453999,,13.7771,,8.2168999,9.4637003,,,,10.697,,,,,,,,11.4238,,7.8676,10.1531,8.1556997,
7.1301999,10.7244,,,,11.3574,,6.3442001,,,10.0909,,,,,,9.3720999,,13.8074,,8.2410002,9.4906998,,,,10.7241,,,,,,,,11.4722,,7.8857002,10.173,8.1737003,
7.1515999,10.7499,,,,11.3715,,6.3701,,,10.1048,,,,,,9.3936005,,13.8393,,8.2648001,9.5151997,,,,10.7478,,,,,,,,11.492,,7.9050999,10.1967,8.1952,
7.1673002,10.7767,,,,11.4073,,6.3853998,,,10.1326,,,,,,9.4232998,,13.8731,,8.2832003,9.5395002,,,,10.7741,,,,,,,,11.5296,,7.9254999,10.2206,8.2139997,
7.1854,10.7998,,,,11.4581,,6.4203,,,10.1474,,,,,,9.4446001,,13.9042,,8.302,9.5658998,,,,10.7901,,,,,,,,11.6776,,7.9443998,10.2491,8.2346001,
7.1991,10.8262,,,,11.4857,,6.4362998,,,10.1795,,,,,,9.4722004,,13.9353,,8.3226995,9.5908003,,,,10.8206,,,,,,,,11.7243,,7.9682002,10.2713,8.257,
7.2161999,10.8519,,,,11.5074,,6.4681001,,,10.1967,,,,,,9.4913998,,13.9666,,8.3439999,9.6167002,,,,10.8381,,,,,,,,11.7537,,7.9882002,10.2952,8.2750998,
7.2325001,10.877,,,,11.5464,,6.4833999,,,10.248,,,,,,9.5205002,,13.9965,,8.3673,9.6415997,,,,10.8717,,,,,,,,11.7762,,8.0151997,10.3199,8.2979002,
7.2473998,10.9035,,,,11.5575,,6.4977999,,,10.2907,,,,,,9.5412998,,14.0275,,8.3886995,9.6665001,,,,10.8902,,,,,,,,11.845,,8.0331001,10.3426,8.3178997,
7.2660999,10.9315,,,,11.5999,,6.5236001,,,10.3204,,,,,,9.5681,,14.058,,8.4160995,9.6912003,,,,10.9215,,,,,,,,11.8805,,8.0516996,10.3703,8.3395996,
7.2814002,10.9685,,,,11.6085,,6.5384002,,,10.3431,,,,,,9.5875998,,14.09,,8.4357004,9.7158003,,,,10.9406,,,,,,,,11.9437,,8.0712996,10.3965,8.3603001,
7.2974,10.9946,,,,11.6567,,6.5523,,,10.3796,,,,,,9.6175003,,14.1226,,8.4637003,9.7382002,,,,10.9761,,,,,,,,11.9786,,8.0901003,10.4249,8.3823004,
7.3179002,11.0206,,,,11.6927,,6.5700002,,,10.3996,,,,,,9.6400003,,14.1522,,8.4828997,9.7629995,,,,10.9943,,,,,,,,12.0047,,8.1160002,10.4533,8.4041004,
7.3343,11.0492,,,,11.7068,,6.5868001,,,10.4381,,,,,,9.6695995,,14.1805,,8.5024004,9.7869997,,,,11.0298,,,,,,,,12.0307,,8.1336002,10.4751,8.4202003,
7.3516002,11.0761,,,,11.7573,,6.6029,,,10.4548,,,,,,9.6905003,,14.2088,,8.5235996,9.8108997,,,,11.0498,,,,,,,,12.0686,,8.1529999,10.504,8.4399996,
7.3709002,11.1039,,,,11.7824,,6.6192999,,,10.494,,,,,,9.7195997,,14.2384,,8.5426998,9.8318996,,,,11.0931,,,,,,,,12.1083,,8.1740999,10.5279,8.4603004,
7.3892999,11.131,,,,11.8068,,6.6325002,,,10.5035,,,,,,9.7411003,,14.269,,8.5661001,9.8634996,,,,11.1288,,,,,,,,12.1456,,8.1921997,10.5571,8.4792004,
7.4147,11.1581,,,,11.8283,,6.6462002,,,10.5459,,,,,,9.7691002,,14.3012,,8.5860004,9.8891001,,,,11.1555,,,,,,,,12.1763,,8.2168999,10.5826,8.5024004,
7.4306998,11.1814,,,,11.8575,,6.6690001,,,10.5771,,,,,,9.7939997,,14.309,,8.6155005,9.9139996,,,,11.1845,,,,,,,,12.2103,,8.2347002,10.6177,8.5184002,
7.4452,11.2124,,,,11.897,,6.6847,,,10.5973,,,,,,9.8235998,,14.333,,8.6344004,9.9400997,,,,11.2226,,,,,,,,12.2495,,8.2538004,10.6406,8.5397997,
7.4645,11.2437,,,,11.9077,,6.7172999,,,10.6342,,,,,,9.8463001,,14.3665,,8.6541004,9.9652996,,,,11.2435,,,,,,,,12.2899,,8.2723999,10.6684,8.5606003,
7.4882002,11.2716,,,,11.9565,,6.7312002,,,10.6876,,,,,,9.8743,,14.3964,,8.6740999,9.9869003,,,,11.2689,,,,,,,,12.3178,,8.2901001,10.6912,8.5844002,
7.5040998,11.3024,,,,11.9826,,6.7452998,,,10.7205,,,,,,9.8951998,,14.4314,,8.6962996,10.0138,,,,11.291,,,,,,,,12.3527,,8.3163996,10.7181,8.6063004,
7.5212002,11.3317,,,,12.0025,,6.7674999,,,10.7366,,,,,,9.9216995,,14.4627,,8.7194004,10.0357,,,,11.3222,,,,,,,,12.3841,,8.3345003,10.7436,8.6258001,
7.5367999,11.3598,,,,12.0546,,6.7818999,,,10.7557,,,,,,9.9414997,,14.4902,,8.7410002,10.0606,,,,11.3454,,,,,,,,12.4151,,8.3526001,10.7712,8.6464005,
7.5658998,11.4023,,,,12.1002,,6.7972999,,,10.7894,,,,,,9.9716997,,14.5209,,8.7646999,10.0825,,,,11.371,,,,,,,,12.4591,,8.3736,10.7959,8.6641998,
7.5840998,11.4277,,,,12.1511,,6.8190999,,,10.8291,,,,,,9.9942999,,14.5509,,8.7834997,10.1112,,,,11.3913,,,,,,,,12.5053,,8.3933001,10.8217,8.6836996,
7.6150999,11.4548,,,,12.1792,,6.8418002,,,10.8449,,,,,,10.0226,,14.5874,,8.8030996,10.1326,,,,11.4233,,,,,,,,12.5422,,8.4183998,10.8475,8.7042999,
7.631,11.4845,,,,12.1868,,6.8678002,,,10.885,,,,,,10.048,,14.6159,,8.8270998,10.1599,,,,11.4427,,,,,,,,12.5807,,8.4369001,10.8737,8.7198,
7.6518998,11.5089,,,,12.235,,6.8828001,,,10.9016,,,,,,10.0733,,14.6441,,8.8457003,10.1803,,,,11.4764,,,,,,,,12.6147,,8.4674997,10.9236,8.7421999,
7.6671,11.536,,,,12.271,,6.8994002,,,10.9435,,,,,,10.0969,,14.6781,,8.8684998,10.2049,,,,11.528,,,,,,,,12.6481,,8.4861002,10.9493,8.7625999,
7.6887999,11.5625,,,,12.3101,,6.9224,,,10.9783,,,,,,10.1247,,14.7093,,8.8892002,10.2256,,,,11.5499,,,,,,,,12.6796,,8.5054998,10.9728,8.7840004,
7.7038002,11.5905,,,,12.3379,,6.9387002,,,10.995,,,,,,10.1452,,14.7371,,8.9148998,10.2717,,,,11.5747,,,,,,,,12.7157,,8.5226002,10.9954,8.8041,
7.7192001,11.6139,,,,12.3866,,6.9544001,,,11.0338,,,,,,10.172,,14.7694,,8.9329004,10.3222,,,,11.5973,,,,,,,,12.7608,,8.5411997,11.0199,8.8205996,
7.7375998,11.6382,,,,12.4313,,6.9727998,,,11.0474,,,,,,10.1956,,14.8034,,8.9525003,10.3517,,,,11.6283,,,,,,,,12.7997,,8.5670996,11.04,8.8431997,
7.7546,11.6646,,,,12.4758,,6.9877,,,11.084,,,,,,10.2219,,14.8322,,8.9730997,10.3725,,,,11.6492,,,,,,,,12.8412,,8.5832005,11.0684,8.8631001,
7.7690001,11.6909,,,,12.5171,,7.0054998,,,11.098,,,,,,10.2447,,14.8679,,8.9952002,10.4016,,,,11.6746,,,,,,,,12.8912,,8.6211996,11.0967,8.8862,
7.7869,11.7191,,,,12.5539,,7.0215001,,,11.1338,,,,,,10.2772,,14.8944,,9.0207996,10.4256,,,,11.6989,,,,,,,,12.9381,,8.6389999,11.1222,8.9096003,
7.8059001,11.7427,,,,12.6011,,7.0374999,,,11.1565,,,,,,10.2998,,14.9279,,9.0398998,10.4727,,,,11.7328,,,,,,,,12.9777,,8.6659002,11.1496,8.9298,
7.8221002,11.7684,,,,12.6341,,7.0521998,,,11.1812,,,,,,10.3273,,14.9583,,9.0656004,10.5203,,,,11.7482,,,,,,,,13.0092,,8.6834002,11.1732,8.9525995,
7.8481002,11.7942,,,,12.6628,,7.0700998,,,11.1965,,,,,,10.347,,14.9896,,9.0868998,10.5434,,,,11.7841,,,,,,,,13.0492,,8.7026997,11.1998,8.9715996,
7.8664999,11.8226,,,,12.7059,,7.0853,,,11.2355,,,,,,10.3744,,,,9.1155005,10.5647,,,,11.8053,,,,,,,,13.0854,,8.7241001,11.223,8.9937,
7.8915,11.8463,,,,12.7409,,7.0995002,,,11.2794,,,,,,10.3964,,,,9.1344995,10.5934,,,,11.8323,,,,,,,,13.1279,,8.7455997,11.2535,9.0124998,
7.9155998,11.8712,,,,12.7775,,7.1195002,,,11.2968,,,,,,10.4231,,,,9.1538,10.6158,,,,11.8821,,,,,,,,13.1705,,8.7700996,11.2799,9.0335999,
7.9344001,11.8982,,,,12.8198,,7.1348,,,11.344,,,,,,10.4467,,,,9.1731005,10.6438,,,,11.9022,,,,,,,,13.2166,,8.7888002,11.3181,9.0548,
7.9516001,11.9241,,,,12.851,,7.1486001,,,11.3711,,,,,,10.4746,,,,9.1918001,10.6678,,,,11.9278,,,,,,,,13.2547,,8.8155003,11.3438,9.0719004,
7.9699998,11.9551,,,,12.873,,7.1664,,,11.3907,,,,,,10.4973,,,,9.2167997,10.6932,,,,11.948,,,,,,,,13.2956,,8.8339005,11.372,9.0929003,
7.9851999,11.9825,,,,12.9129,,7.1795998,,,11.4381,,,,,,10.5214,,,,9.2367001,10.7158,,,,11.9798,,,,,,,,13.3373,,8.8529997,11.3968,9.1125002,
8.0145998,12.0158,,,,12.9474,,7.1925998,,,11.4535,,,,,,10.5449,,,,9.2643995,10.7396,,,,12.0042,,,,,,,,13.3726,,8.8740997,11.4192,9.1344004,
8.0306997,12.0531,,,,12.9785,,7.2054,,,11.49,,,,,,10.5703,,,,9.2846003,10.7654,,,,12.02,,,,,,,,13.4159,,8.8936005,11.4465,9.1568003,
8.0488997,12.0798,,,,13.0088,,7.2213998,,,11.5035,,,,,,10.5915,,,,9.3153,10.7904,,,,12.0449,,,,,,,,13.4587,,8.9175997,11.4701,9.1794004,
8.0676003,12.1084,,,,13.0471,,7.2358999,,,11.5797,,,,,,10.6174,,,,9.3340998,10.8169,,,,12.0675,,,,,,,,13.5,,8.9371004,11.4965,9.2023001,
8.0880003,12.135,,,,13.0878,,7.2694001,,,11.5953,,,,,,10.6385,,,,9.3518,10.8439,,,,12.083,,,,,,,,13.5313,,8.9663,11.5193,9.2187996,
8.1034002,12.1623,,,,13.1236,,7.2851,,,11.6265,,,,,,10.6687,,,,9.3708,10.8699,,,,12.1091,,,,,,,,13.5713,,8.9846001,11.5447,9.2398005,
8.1252003,12.189,,,,13.1451,,7.2989998,,,11.6461,,,,,,10.6901,,,,9.3902998,10.8968,,,,12.1302,,,,,,,,13.6158,,9.0030003,11.5702,9.2614002,
8.1444998,12.2172,,,,13.1516,,7.3225002,,,11.6826,,,,,,10.7198,,,,9.4162998,10.9159,,,,12.1523,,,,,,,,13.6509,,9.0226002,11.5958,9.2817001,
