20220912a,20220912b,20220912c,20220912d,20220912e,20220912f,20221010a_1,20221010a_2,20221010c_1,20221010c_2,20221010d,20221104a,20221104b,20221104c,20221104e,20221104f,20221104g,20191216b,20191216c,20191216d,20191216e,20191216f,20191216g,20191216h,20191216i,20191216j,20191216k,20191216m,20191216n,20191218b,20191218c,20191218e,20191220b,20191220c,20191220d,20191220e,20191220f,20191220g,20191220h
12.1529,12.6548,13.6838,,,,,,,6.5493999,5.4345002,,,,,7.8710999,14.8777,9.6752005,12.8145,,,12.9681,9.0558004,4.9334998,,,10.3333,,,10.2362,10.092,11.4688,13.3822,,,,,,9.0496998
12.1949,12.6816,13.7124,,,,,,,6.5699,5.4531999,,,,,7.8860002,14.9161,9.7038002,12.8739,,,12.9981,9.0834999,4.9566998,,,10.3564,,,10.2739,10.1276,11.537,13.4189,,,,,,9.0811996
12.2656,12.7129,13.736,,,,,,,6.5896001,5.4661999,,,,,7.9073,14.9552,9.7327003,12.9184,,,13.0283,9.1022997,4.9913001,,,10.3826,,,10.3087,10.1582,11.6019,13.4773,,,,,,9.1117001
12.3062,12.7418,13.7557,,,,,,,6.6072001,5.4772,,,,,7.9207001,14.9949,9.7573004,12.9634,,,13.0557,9.1465998,5.0149999,,,10.4269,,,10.3465,10.1959,11.6362,13.5221,,,,,,9.1541004
12.3864,12.7639,13.7747,,,,,,,6.6224999,5.4980998,,,,,7.9403,,9.7897997,13.017,,,13.083,9.1759005,5.0448999,,,10.4626,,,10.3853,10.2338,11.7029,13.5567,,,,,,9.1941004
12.4866,12.7966,13.7978,,,,,,,6.6402998,5.5170002,,,,,7.9552002,,9.8313999,13.0941,,,13.1213,9.1932001,5.0753002,,,10.4933,,,10.423,10.269,11.734,13.5755,,,,,,9.2327003
12.5116,12.8269,13.8256,,,,,,,6.6750998,5.5386,,,,,7.9784999,,9.8730001,13.145,,,13.1551,9.2284002,5.0981998,,,10.5089,,,10.4607,10.2962,11.7778,13.6007,,,,,,9.2755003
12.5496,12.8548,13.8469,,,,,,,6.6901999,5.5551,,,,,8.0323,,9.8973999,13.2096,,,13.1855,9.2427998,5.1261001,,,10.5101,,,10.495,10.3344,11.8098,13.6362,,,,,,9.3109999
12.568,12.8832,13.8727,,,,,,,6.7178998,5.5749998,,,,,8.0439997,,9.9301004,13.2606,,,13.2112,9.2882004,5.1464,,,10.5284,,,10.5308,10.3563,11.8463,13.6702,,,,,,9.3437996
12.5994,12.9043,13.8911,,,,,,,6.7382002,5.5955,,,,,8.0591002,,9.9582005,13.3127,,,13.2455,9.3422003,5.1785002,,,10.5652,,,10.5645,10.389,11.8885,13.7185,,,,,,9.3837996
12.662,12.9246,13.9286,,,,,,,6.7523999,5.6170998,,,,,8.0907001,,9.9912004,13.3643,,,13.2749,9.3771,5.2305002,,,10.5948,,,10.6371,10.4296,11.9362,13.7496,,,,,,9.4188004
12.7291,12.9503,13.955,,,,,,,6.7761998,5.6370001,,,,,8.1132002,,10.0273,13.4101,,,13.3045,9.3900003,5.2519002,,,10.6351,,,10.6769,10.478,11.9609,13.7862,,,,,,9.4556999
12.7615,12.9795,13.9827,,,,,,,6.7943001,5.6427002,,,,,8.1274004,,10.0556,13.4775,,,13.3362,9.4035997,5.2846999,,,10.6586,,,10.7164,10.5057,12.0013,13.822,,,,,,9.4902
12.8521,13.0051,14.008,,,,,,,6.8259001,5.6563001,,,,,8.1497002,,10.0844,13.5519,,,13.3632,9.4345999,5.3065,,,10.6914,,,10.7551,10.5407,12.0338,13.8523,,,,,,9.5237999
12.8858,13.0284,14.0311,,,,,,,6.8452001,5.6752,,,,,8.1815996,,10.1278,13.604,,,13.3953,9.4778996,5.3385,,,10.7149,,,10.7923,10.5905,12.0617,13.8767,,,,,,9.5566998
12.9319,13.0549,14.0523,,,,,,,6.8627,5.6950998,,,,,8.2251997,,10.152,13.6512,,,13.4306,9.4970999,5.3593001,,,10.7588,,,10.8294,10.6307,12.0997,13.9349,,,,,,9.5888004
12.9738,13.0743,14.0994,,,,,,,6.8650999,5.7154999,,,,,8.2369003,,10.1875,13.7087,,,13.4579,9.5340996,5.3892002,,,10.7872,,,10.8681,10.6788,12.143,13.9987,,,,,,9.6203003
13.016,13.0965,14.1345,,,,,,,6.8829002,5.7374001,,,,,8.2554998,,10.2259,13.7702,,,13.4874,9.5492001,5.4113998,,,10.8232,,,10.9074,10.7224,12.1805,14.0363,,,,,,9.6591997
13.0799,13.1161,14.1699,,,,,,,6.8990998,5.756,,,,,8.2872,,10.2813,13.8226,,,13.5205,9.5953999,5.4355998,,,10.8349,,,10.9471,10.7499,12.2238,14.0614,,,,,,9.6975002
13.1175,13.14,14.1893,,,,,,,6.9191999,5.7803001,,,,,8.3200998,,10.3221,13.8642,,,13.5491,9.6330004,5.46,,,10.8574,,,10.9861,10.7907,12.2582,14.1022,,,,,,9.7311001
13.1583,13.1603,14.211,,,,,,,6.9354,5.8179998,,,,,8.3306999,,10.3499,13.908,,,13.5764,9.6472998,5.4871998,,,10.8897,,,11.0199,10.8324,12.2915,14.1452,,,,,,9.7642002
13.1905,13.186,14.2311,,,,,,,6.9530001,5.8386998,,,,,8.3429003,,10.3821,13.959,,,13.6078,9.6866999,5.5061998,,,10.9486,,,11.0566,10.8672,12.3267,14.1736,,,,,,9.8053999
13.2372,13.2098,14.2563,,,,,,,6.9720001,5.8603001,,,,,8.3753996,,10.409,14.0226,,,13.6388,9.7363997,5.5384002,,,11.003,,,11.0955,10.9308,12.3703,14.1994,,,,,,9.8427
13.264,13.2333,14.2817,,,,,,,6.9903002,5.8814998,,,,,8.3895998,,10.4384,14.0646,,,13.6749,9.7493,5.5570002,,,11.0088,,,11.1294,10.9525,12.4096,14.2242,,,,,,9.8723001
13.2933,13.256,14.3109,,,,,,,7.0181999,5.9018002,,,,,8.4246998,,10.4751,14.1293,,,13.7042,9.7824001,5.5858002,,,11.0458,,,11.1661,10.9899,12.4534,14.2692,,,,,,9.9034996
13.3264,13.2766,14.3339,,,,,,,7.0742998,5.9219999,,,,,8.4393997,,10.4999,14.1872,,,13.7343,9.8049002,5.6086001,,,11.0558,,,11.2027,11.0331,12.5168,14.3049,,,,,,9.9377003
13.3874,13.2983,14.3582,,,,,,,7.0927,5.9408998,,,,,8.4544001,,10.5368,14.2346,,,13.7656,9.8362999,5.6360002,,,11.0885,,,11.2438,11.0739,12.5601,14.3513,,,,,,9.9712
13.4198,13.3195,14.3953,,,,,,,7.1103001,5.9605999,,,,,8.4926996,,10.5728,14.2801,,,13.7945,9.8488998,5.6547999,,,11.1123,,,11.2782,11.115,12.5918,14.3809,,,,,,10.0055
13.4417,13.3391,14.4204,,,,,,,7.1290998,5.9819002,,,,,8.5204,,10.6323,14.3387,,,13.8284,9.8844004,5.6869001,,,11.1437,,,11.314,11.1557,12.6411,14.4131,,,,,,10.0426
13.4754,13.3609,14.4447,,,,,,,7.1472998,6.0205002,,,,,8.5404997,,10.674,14.3904,,,13.8564,9.9280005,5.7070999,,,11.1531,,,11.3914,11.2107,12.6848,14.4521,,,,,,10.0746
13.5087,13.3881,14.4654,,,,,,,7.1714001,6.0407,,,,,8.5532999,,10.7365,14.4311,,,13.8842,9.9435997,5.7403998,,,11.1874,,,11.4303,11.241,12.7275,14.5028,,,,,,10.1345
13.554,13.4146,14.4887,,,,,,,7.1856999,6.0588002,,,,,8.5806999,,10.7734,14.4796,,,13.9202,10.0051,5.756,,,11.2105,,,11.4668,11.2725,12.7725,14.5275,,,,,,10.1691
13.599,13.4351,14.5238,,,,,,,7.2090001,6.0802999,,,,,8.5930004,,10.8024,14.5315,,,13.9527,10.0397,5.7862,,,11.215,,,11.5046,11.3427,12.8192,14.5529,,,,,,10.2142
13.6373,13.4548,14.5557,,,,,,,7.2284002,6.0987,,,,,8.6057997,,10.8322,14.5826,,,13.9863,10.054,5.8070002,,,11.2403,,,11.5453,11.39,12.8569,14.6138,,,,,,10.2499
13.6787,13.4751,14.5818,,,,,,,7.2693,6.1170001,,,,,8.6247997,,10.8689,14.6267,,,14.0169,10.0844,5.8390999,,,11.2416,,,11.5824,11.4425,12.911,14.6387,,,,,,10.2819
13.7017,13.494,14.6019,,,,,,,7.2866001,6.1346002,,,,,8.6739998,,10.8991,14.6802,,,14.0543,10.1036,5.8555002,,,11.2669,,,11.6173,11.4851,12.9538,14.674,,,,,,10.3117
13.7352,13.52,14.6255,,,,,,,7.3067999,6.1543002,,,,,8.6857004,,10.9323,14.7564,,,14.0843,10.1351,5.8838,,,11.295,,,11.6516,11.5217,12.9828,14.7384,,,,,,10.3431
13.7838,13.5436,14.6482,,,,,,,7.3257999,6.1718998,,,,,8.7217999,,10.9721,14.8185,,,14.1189,10.1482,5.9026999,,,11.2963,,,11.6883,11.5567,13.0201,14.7946,,,,,,10.3796
13.8498,13.5668,14.6947,,,,,,,7.3425999,6.1890998,,,,,8.7498999,,11.0386,14.8624,,,14.1535,10.186,5.9246998,,,11.3395,,,11.728,11.5978,13.0799,14.819,,,,,,10.4042
13.913,13.5917,14.7139,,,,,,,7.3611999,6.2054,,,,,8.7591,,11.0759,14.9109,,,14.1852,10.2038,5.9492002,,,11.3413,,,11.7642,11.6312,13.134,14.8467,,,,,,10.4416
14.006,13.6103,14.7358,,,,,,,7.3806,6.2217999,,,,,8.7813997,,11.106,14.9891,,,14.2194,10.2363,5.9822998,,,11.3416,,,11.8022,11.6532,13.2086,14.8792,,,,,,10.4812
14.0416,13.6298,14.7696,,,,,,,7.4190998,6.2400999,,,,,8.8120003,,11.137,,,,14.2521,10.2836,6.0324998,,,11.342,,,11.8413,11.6917,13.2643,14.9206,,,,,,10.5225
14.0795,13.65,14.7922,,,,,,,7.4373002,6.2593002,,,,,8.8259001,,11.1715,,,,14.2795,10.3017,6.0528002,,,11.3636,,,11.8811,11.7229,13.3083,14.9586,,,,,,10.5542
14.157,13.671,14.8253,,,,,,,7.4531999,6.2824998,,,,,8.8388004,,11.202,,,,14.3128,10.3438,6.0773001,,,11.4081,,,11.9179,11.7862,13.3634,14.9927,,,,,,10.5876
14.2054,13.6925,14.8416,,,,,,,7.4698,6.2993999,,,,,8.8733997,,11.2354,,,,14.3458,10.3556,6.0943999,,,11.4387,,,11.9576,11.8293,13.4234,,,,,,,10.629
14.2347,13.7159,14.8971,,,,,,,7.4857998,6.3179998,,,,,8.8852997,,11.2753,,,,14.385,10.3913,6.1181998,,,11.475,,,12.0002,11.877,13.4732,,,,,,,10.6581
14.267,13.7408,14.9269,,,,,,,7.5089002,6.3390002,,,,,8.8970003,,11.3037,,,,14.4155,10.4263,6.1430001,,,11.5119,,,12.0396,11.9185,13.5066,,,,,,,10.688
14.3061,13.7632,14.9855,,,,,,,7.5258002,6.3572001,,,,,8.9240999,,11.3378,,,,14.4539,10.4461,6.177,,,11.5466,,,12.0808,11.9492,13.5409,,,,,,,10.7184
14.3318,13.7858,,,,,,,,7.5481,6.3754001,,,,,8.9483004,,11.3754,,,,14.4885,10.4898,6.2045002,,,11.5715,,,12.1178,11.9978,13.5835,,,,,,,10.7541
14.3625,13.8095,,,,,,,,7.5679998,6.3948998,,,,,8.9631004,,11.434,,,,14.5213,10.5297,6.2319999,,,11.5834,,,12.1571,12.0283,13.6365,,,,,,,10.7858
14.3932,13.8344,,,,,,,,7.5858998,6.4137001,,,,,8.9751997,,11.4729,,,,14.5601,10.5869,6.2557001,,,11.6083,,,12.1917,12.0495,13.6926,,,,,,,10.8264
14.4206,13.8579,,,,,,,,7.6030998,6.4333,,,,,9.0024004,,11.4989,,,,14.5983,10.6037,6.2863002,,,11.6091,,,12.2256,12.0717,13.7325,,,,,,,10.8567
14.4733,13.8875,,,,,,,,7.6265998,6.4548998,,,,,9.0132999,,11.5331,,,,14.6359,10.6317,6.3066001,,,11.6351,,,12.2618,12.0914,13.7686,,,,,,,10.8935
14.5244,13.9137,,,,,,,,7.6420002,6.4762001,,,,,9.0333004,,11.5687,,,,14.6723,10.6467,6.3379002,,,11.6365,,,12.3006,12.1346,13.8079,,,,,,,10.9225
14.5524,13.9348,,,,,,,,7.6641998,6.4931002,,,,,9.0460997,,11.5994,,,,14.7095,10.6806,6.3554001,,,11.6554,,,12.3415,12.1608,13.8626,,,,,,,10.9615
14.5916,13.956,,,,,,,,7.6820002,6.5096002,,,,,9.0712004,,11.631,,,,14.7439,10.704,6.3887,,,11.6901,,,12.3759,12.1861,13.912,,,,,,,10.9997
14.6279,13.9768,,,,,,,,7.6978998,6.5324998,,,,,9.0815001,,11.6546,,,,14.7767,10.7371,6.4078999,,,11.6919,,,12.4104,12.2047,13.951,,,,,,,11.0256
14.6619,13.9956,,,,,,,,7.7220001,6.5731001,,,,,9.0965996,,11.6934,,,,14.8093,10.7881,6.4337001,,,11.7284,,,12.4463,12.2442,13.9951,,,,,,,11.0571
14.6872,14.0145,,,,,,,,7.7498999,6.5953002,,,,,9.1285,,11.7279,,,,14.8478,10.8382,6.4558001,,,11.7856,,,12.4855,12.2973,14.0313,,,,,,,11.0924
14.7371,14.0327,,,,,,,,7.7690001,6.5983,,,,,9.1529999,,11.7555,,,,14.8759,10.8558,6.4937,,,11.7867,,,12.5243,12.3181,14.0838,,,,,,,11.1207
14.7917,14.0529,,,,,,,,7.7853999,6.6148,,,,,9.1693001,,11.7888,,,,14.9093,10.9218,6.5274,,,11.813,,,12.559,12.342,14.1235,,,,,,,11.1561
14.8263,14.0732,,,,,,,,7.8018999,6.6350999,,,,,9.1836996,,11.8202,,,,14.9411,10.9398,6.5490999,,,11.8139,,,12.5927,12.3643,14.1622,,,,,,,11.1896
14.8557,14.0924,,,,,,,,7.8186998,6.6528001,,,,,9.2201996,,11.8437,,,,14.9781,10.9802,6.5780001,,,11.8521,,,12.6283,12.3861,14.2131,,,,,,,11.2126
14.8835,14.1126,,,,,,,,7.8329,6.6753001,,,,,9.2385998,,11.8783,,,,,10.9961,6.5995998,,,11.9033,,,12.663,12.4348,14.2582,,,,,,,11.2476
14.9073,14.1348,,,,,,,,7.8576999,6.6942,,,,,9.2532997,,11.9061,,,,,11.0271,6.6286998,,,11.9428,,,12.7006,12.4587,14.2988,,,,,,,11.2819
14.9267,14.1532,,,,,,,,7.8769999,6.7070999,,,,,9.2750998,,11.9377,,,,,11.0446,6.6489,,,11.9638,,,12.7407,12.4872,14.3588,,,,,,,11.3185
14.9676,14.1732,,,,,,,,7.8945999,6.7142,,,,,9.2849998,,11.9732,,,,,11.0944,6.6753001,,,11.9752,,,12.7816,12.5226,14.385,,,,,,,11.3517
14.9954,14.1936,,,,,,,,7.9099002,6.7378998,,,,,9.2995005,,12.0024,,,,,11.1059,6.6978002,,,12.0024,,,12.8164,12.5524,14.4126,,,,,,,11.3862
,14.2115,,,,,,,,7.9345002,6.7572999,,,,,9.3209,,12.0288,,,,,11.1459,6.7263999,,,12.0294,,,12.8566,12.5736,14.4574,,,,,,,11.4204
,14.2305,,,,,,,,7.9559002,6.7778001,,,,,9.3386002,,12.0576,,,,,11.1772,6.7445998,,,12.062,,,12.8934,12.6,14.5025,,,,,,,11.4524
,14.249,,,,,,,,7.9737,6.7962999,,,,,9.3499002,,12.0845,,,,,11.1964,6.7639999,,,12.0933,,,12.9338,12.6229,14.5444,,,,,,,11.5382
,14.2653,,,,,,,,7.9955001,6.8137002,,,,,9.3768997,,12.1152,,,,,11.246,6.7902002,,,12.1157,,,12.97,12.6548,14.5891,,,,,,,11.5682
,14.2847,,,,,,,,8.0167999,6.8326001,,,,,9.4020004,,12.1438,,,,,11.2883,6.8112998,,,12.1172,,,13.0044,12.681,14.6271,,,,,,,11.6044
,14.3047,,,,,,,,8.0345001,6.8522,,,,,9.4426003,,12.1723,,,,,11.3264,6.8354998,,,12.1175,,,13.0431,12.7082,14.6649,,,,,,,11.6402
,14.322,,,,,,,,8.0516005,6.8702998,,,,,9.4541998,,12.2001,,,,,11.3415,6.8559999,,,12.1183,,,13.0818,12.7276,14.6999,,,,,,,11.673
,14.3401,,,,,,,,8.0937996,6.8884001,,,,,9.4689999,,12.2315,,,,,11.3805,6.8807998,,,12.1545,,,13.1209,12.7604,14.7427,,,,,,,11.7028
,14.3605,,,,,,,,8.1111002,6.9078002,,,,,9.4812002,,12.2597,,,,,11.3953,6.9036999,,,12.1554,,,13.1563,12.7853,14.7703,,,,,,,11.7354
,14.3805,,,,,,,,8.1260004,6.9250002,,,,,9.5201998,,12.2859,,,,,11.4293,6.9252,,,12.1843,,,13.1885,12.8299,14.8094,,,,,,,11.7691
,14.3976,,,,,,,,8.1415997,6.9446998,,,,,9.5405998,,12.3154,,,,,11.4496,6.9879999,,,12.2224,,,13.2274,12.8595,14.8494,,,,,,,11.8027
,14.4175,,,,,,,,8.1559,6.9685998,,,,,9.5523996,,12.3429,,,,,11.481,7.0100002,,,12.2517,,,13.2646,12.8845,14.8892,,,,,,,11.8406
,14.4362,,,,,,,,8.1799002,6.9899998,,,,,9.5690002,,12.3685,,,,,11.4976,7.0373998,,,12.2753,,,13.3012,12.9142,14.9365,,,,,,,11.8748
,14.4545,,,,,,,,8.1949997,7.0079999,,,,,9.6025,,12.3993,,,,,11.5332,7.0579,,,12.2837,,,13.3364,12.9377,14.9901,,,,,,,11.9057
,14.4723,,,,,,,,8.2144003,7.0275998,,,,,9.6224003,,12.4298,,,,,11.5517,7.0872998,,,12.3207,,,13.3719,12.9642,,,,,,,,11.9482
,14.4924,,,,,,,,8.2280998,7.0700002,,,,,9.6330004,,12.4586,,,,,11.587,7.1103001,,,12.3563,,,13.4071,12.9972,,,,,,,,11.9888
,14.5168,,,,,,,,8.2588997,7.0879002,,,,,9.6480999,,12.4898,,,,,11.6332,7.1360002,,,12.3791,,,13.4476,13.0332,,,,,,,,12.0305
,14.5349,,,,,,,,8.2746,7.1086998,,,,,9.6835003,,12.5157,,,,,11.6554,7.1554999,,,12.4062,,,13.4827,13.0582,,,,,,,,12.062
,14.5518,,,,,,,,8.29,7.1329002,,,,,9.6935997,,12.5469,,,,,11.6819,7.1852002,,,12.4315,,,13.5266,13.0823,,,,,,,,12.1005
,14.5705,,,,,,,,8.3169003,7.1738,,,,,9.7054996,,12.5776,,,,,11.6981,7.2065001,,,12.4559,,,13.5633,13.1052,,,,,,,,12.1309
,14.5923,,,,,,,,8.3339005,7.1939998,,,,,9.7191,,12.6056,,,,,11.7304,7.2396002,,,12.4603,,,13.5994,13.1338,,,,,,,,12.1623
,14.6132,,,,,,,,8.3547001,7.2112999,,,,,9.7454996,,12.6328,,,,,11.7788,7.2610998,,,12.4844,,,13.6331,13.1611,,,,,,,,12.1918
,14.6359,,,,,,,,8.3736,7.2346001,,,,,9.7700996,,12.6645,,,,,11.7927,7.2965002,,,12.5067,,,13.6695,13.1973,,,,,,,,12.2292
,14.6565,,,,,,,,8.3945999,7.2535,,,,,9.7803001,,12.6936,,,,,11.824,7.3200002,,,12.52,,,13.7089,13.2239,,,,,,,,12.2646
,14.6767,,,,,,,,8.4155998,7.2737999,,,,,9.7972002,,12.7191,,,,,11.8401,7.3401999,,,12.5287,,,13.7422,13.2554,,,,,,,,12.3052
,14.6964,,,,,,,,8.4358997,7.2950001,,,,,9.8083,,12.7464,,,,,11.8819,7.3565998,,,12.5566,,,13.7822,13.2847,,,,,,,,12.3363
,14.714,,,,,,,,8.4591999,7.3161998,,,,,9.835,,12.7745,,,,,11.8988,7.3808999,,,12.5581,,,13.82,13.3105,,,,,,,,12.3743
,14.7316,,,,,,,,8.4766998,7.3343,,,,,9.8469,,12.8061,,,,,11.9337,7.3982,,,12.5833,,,13.8564,13.3352,,,,,,,,12.4034
,14.7495,,,,,,,,8.4945002,7.3541002,,,,,9.8857002,,12.8402,,,,,11.9761,7.4264002,,,12.6201,,,13.8923,13.3628,,,,,,,,12.4359
,14.7685,,,,,,,,8.5183001,7.3765998,,,,,9.8963003,,12.8706,,,,,11.9946,7.4527001,,,12.6498,,,13.93,13.3895,,,,,,,,12.468
,14.7887,,,,,,,,8.5340996,7.3971,,,,,9.9083004,,12.8953,,,,,12.0162,7.4773998,,,12.6759,,,13.9671,13.412,,,,,,,,12.4988
,14.811,,,,,,,,8.5833998,7.4161,,,,,9.9327002,,12.926,,,,,12.046,7.4987001,,,12.6848,,,14.0052,13.4431,,,,,,,,12.5296
,14.8343,,,,,,,,8.5979996,7.4362998,,,,,9.9583998,,12.9521,,,,,12.0636,7.5229998,,,12.7235,,,14.0402,13.4743,,,,,,,,12.5648
,14.8509,,,,,,,,8.6169996,7.4577999,,,,,9.9794998,,12.9789,,,,,12.0853,7.5524001,,,12.7244,,,14.0789,13.5032,,,,,,,,12.5988
,14.871,,,,,,,,8.6330004,7.4794002,,,,,9.9906998,,13.011,,,,,12.1045,7.5836,,,12.751,,,14.1156,13.5432,,,,,,,,12.6324
,14.8919,,,,,,,,8.6515999,7.4980001,,,,,10.0106,,13.0382,,,,,12.1214,7.6117001,,,12.7774,,,14.1518,13.5702,,,,,,,,12.6675
,14.9165,,,,,,,,8.6778002,7.5145998,,,,,10.029,,13.0699,,,,,12.1387,7.6357999,,,12.7782,,,14.1878,13.5952,,,,,,,,12.7023
,14.937,,,,,,,,8.6984997,7.5355,,,,,10.0425,,13.1026,,,,,12.1545,7.6554999,,,12.8051,,,14.2244,13.6262,,,,,,,,12.7336
,14.9589,,,,,,,,8.7173996,7.5545998,,,,,10.0559,,13.131,,,,,12.1702,7.6863999,,,12.8312,,,14.2588,13.6532,,,,,,,,12.77
,14.98,,,,,,,,8.7340002,7.5721002,,,,,10.0706,,13.1596,,,,,12.1897,7.7117,,,12.8631,,,14.2943,13.6921,,,,,,,,12.8044
,14.9997,,,,,,,,8.7526999,7.5921998,,,,,10.0874,,13.1892,,,,,12.2077,7.7445002,,,12.8918,,,14.3334,13.7143,,,,,,,,12.8361
,,,,,,,,,8.7678003,7.6100998,,,,,10.1323,,13.217,,,,,12.2251,7.7624998,,,12.9271,,,14.37,13.7405,,,,,,,,12.8721
,,,,,,,,,8.7849998,7.6290998,,,,,10.1442,,13.2458,,,,,12.2492,7.7881999,,,12.9642,,,14.4099,13.7743,,,,,,,,12.9118
,,,,,,,,,8.8078003,7.6482,,,,,10.168,,13.2736,,,,,12.2664,7.8065,,,12.9658,,,14.4434,13.8047,,,,,,,,12.9475
,,,,,,,,,8.8493996,7.6673999,,,,,10.1946,,13.3007,,,,,12.2855,7.8367,,,12.9931,,,14.4792,13.8328,,,,,,,,12.9824
,,,,,,,,,8.8629999,7.6838002,,,,,10.2041,,13.3303,,,,,12.3026,7.8697,,,13.03,,,14.5183,13.8565,,,,,,,,13.0227
,,,,,,,,,8.8795996,7.7016001,,,,,10.2281,,13.364,,,,,12.3217,7.8948002,,,13.0706,,,14.5538,13.8768,,,,,,,,13.0555
,,,,,,,,,8.9194002,7.7247,,,,,10.2401,,13.389,,,,,12.3409,7.9242001,,,13.0922,,,14.5911,13.9054,,,,,,,,13.0915
,,,,,,,,,8.9349003,7.7420998,,,,,10.2581,,13.4215,,,,,12.364,7.9415998,,,13.1188,,,14.6285,13.946,,,,,,,,13.133
,,,,,,,,,8.9521999,7.7612,,,,,10.2707,,13.453,,,,,12.3833,7.9719,,,13.1734,,,14.6633,13.9814,,,,,,,,13.1658
,,,,,,,,,8.9731998,7.7807002,,,,,10.2925,,13.484,,,,,12.4024,7.9938002,,,13.1995,,,14.7012,14.0063,,,,,,,,13.1996
,,,,,,,,,8.9914999,7.7979002,,,,,10.326,,13.5149,,,,,12.4217,8.0183001,,,13.2249,,,14.7358,14.0474,,,,,,,,13.2363
,,,,,,,,,9.0098,7.8158002,,,,,10.3569,,13.5454,,,,,12.4436,8.0397997,,,13.2288,,,14.7765,14.081,,,,,,,,13.2751
,,,,,,,,,9.0305996,7.8340998,,,,,10.368,,13.5735,,,,,12.4621,8.0627003,,,13.2554,,,14.8133,14.1087,,,,,,,,13.3081
,,,,,,,,,9.0490999,7.8532,,,,,10.3785,,13.6125,,,,,12.4826,8.0858002,,,13.2984,,,14.8507,14.1405,,,,,,,,13.3487
,,,,,,,,,9.0707998,7.8720002,,,,,10.4027,,13.6399,,,,,12.5069,8.1035995,,,13.3261,,,14.8922,14.1658,,,,,,,,13.3817
,,,,,,,,,9.0865002,7.8919001,,,,,10.4171,,13.6669,,,,,12.5272,8.1342001,,,13.3547,,,14.9321,14.1905,,,,,,,,13.4183
,,,,,,,,,9.1061001,7.9087,,,,,10.4274,,13.6956,,,,,12.5501,8.1583004,,,13.3816,,,14.9676,14.2165,,,,,,,,13.4563
,,,,,,,,,9.1176004,7.9284,,,,,10.4416,,13.7317,,,,,12.5705,8.1859999,,,13.4286,,,,14.2398,,,,,,,,13.495
,,,,,,,,,9.1220999,7.9707999,,,,,10.4785,,13.7595,,,,,12.5942,8.2072001,,,13.4733,,,,14.2792,,,,,,,,13.5323
,,,,,,,,,9.1381998,7.9907999,,,,,10.489,,13.7864,,,,,12.6166,8.2365999,,,13.5103,,,,14.3027,,,,,,,,13.5729
,,,,,,,,,9.1675997,8.0098,,,,,10.5256,,13.8163,,,,,12.6386,8.2557001,,,13.542,,,,14.3246,,,,,,,,13.6159
,,,,,,,,,9.1858997,8.0291004,,,,,10.5409,,13.8479,,,,,12.6619,8.2749996,,,13.5433,,,,14.3448,,,,,,,,13.6555
,,,,,,,,,9.2034998,8.0462999,,,,,10.57,,13.8735,,,,,12.683,8.2964001,,,13.5634,,,,14.3731,,,,,,,,13.6899
,,,,,,,,,9.2181997,8.0637999,,,,,10.5924,,13.9038,,,,,12.7088,8.3170996,,,13.5876,,,,14.4012,,,,,,,,13.7267
,,,,,,,,,9.2377996,8.0841999,,,,,10.6021,,13.9386,,,,,12.7336,8.3392,,,13.6262,,,,14.439,,,,,,,,13.7614
,,,,,,,,,9.2551003,8.1030998,,,,,10.6321,,13.9664,,,,,12.7607,8.3568001,,,13.6631,,,,14.4606,,,,,,,,13.7951
,,,,,,,,,9.2733002,8.1211004,,,,,10.641,,13.996,,,,,12.7842,8.3802996,,,13.6932,,,,14.4929,,,,,,,,13.8295
,,,,,,,,,9.2884998,8.1429996,,,,,10.6737,,14.0327,,,,,12.8066,8.3990002,,,13.7245,,,,14.5169,,,,,,,,13.8694
,,,,,,,,,9.3023005,8.1616001,,,,,10.684,,14.0638,,,,,12.8305,8.4238997,,,13.7517,,,,14.5378,,,,,,,,13.9023
,,,,,,,,,9.3233995,8.1805,,,,,10.6995,,14.0913,,,,,12.8556,8.4474001,,,13.7779,,,,14.5624,,,,,,,,13.9401
,,,,,,,,,9.3386002,8.1990004,,,,,10.7202,,14.1183,,,,,12.8802,8.4736996,,,13.814,,,,14.5949,,,,,,,,13.9777
,,,,,,,,,9.3539,8.2198,,,,,10.73,,14.1509,,,,,12.9086,8.4917002,,,13.8556,,,,14.6223,,,,,,,,14.0186
,,,,,,,,,9.3710003,8.2392998,,,,,10.7423,,14.178,,,,,12.9309,8.5135002,,,13.8846,,,,14.6421,,,,,,,,14.0556
,,,,,,,,,9.3872995,8.2580004,,,,,10.7552,,14.208,,,,,12.955,8.5358,,,13.9258,,,,14.6638,,,,,,,,14.0904
,,,,,,,,,9.4027996,8.2756996,,,,,10.7829,,14.2416,,,,,12.9784,8.5544996,,,13.9506,,,,14.6881,,,,,,,,14.1374
,,,,,,,,,9.4200001,8.2961998,,,,,10.7945,,14.2687,,,,,13.0015,8.5811996,,,13.9519,,,,14.7229,,,,,,,,14.1859
,,,,,,,,,9.4358997,8.316,,,,,10.8077,,14.3023,,,,,13.0251,8.5987997,,,13.9697,,,,14.7418,,,,,,,,14.2262
,,,,,,,,,9.4701004,8.3360004,,,,,10.8266,,14.3304,,,,,13.0542,8.625,,,14.0075,,,,14.762,,,,,,,,14.2676
